fecha,temp.ellabradoETAPA,precip.ellabradoETAPA,hum.ellabradoETAPA,rad.ellabradoETAPA,pres.ellabradoETAPA,vviento.ellabradoETAPA,dviento.ellabradoETAPA
6/1/2015 0:59,5.779,0,99.5,0,679.4118,0.462,172.4
6/1/2015 1:59,6.198,0,99.6,0,679.1204,0.53,113.1
6/1/2015 2:59,6.459,0,99.2,0,678.7417,1.036,92
6/1/2015 3:59,6.544,0,99.9,0,678.7285,1.107,93
6/1/2015 4:59,6.294,0,100,0,678.8213,0.365,96.7
6/1/2015 5:59,6.113,0,100,0.000936819,679.0599,0.414,200.6
6/1/2015 6:59,6.261,0,98.6,13.93754,679.4562,0.507,220.7
6/1/2015 7:59,7.672,0,94.6,99.5279,680.0094,0.449,179
6/1/2015 8:59,9.85,0,82.3,333.5222,680.2987,2.052,65.52
6/1/2015 9:59,10.68,0,78.17,411.6361,680.4428,2.473,60.35
6/1/2015 10:59,10.34,0,78.85,339.4357,680.4606,3.075,62.32
6/1/2015 11:59,10.11,0,81.8,353.771,680.1725,3.168,62.06
6/1/2015 12:59,10.41,0,79.11,374.1023,679.6279,3.592,60.41
6/1/2015 13:59,10.67,0,79.1,365.0472,678.9778,3.099,60.06
6/1/2015 14:59,9.54,0.1,86.5,165.0197,678.3345,2.536,67.23
6/1/2015 15:59,9.08,0.6,91.9,126.1487,677.8834,2.359,63.43
6/1/2015 16:59,8.24,0,97.3,65.44971,677.9005,2.087,71.13
6/1/2015 17:59,8.12,0,96.8,29.18126,677.9539,1.69,64.87
6/1/2015 18:59,7.525,0,98.6,0.7098549,678.2504,1.347,99.5
6/1/2015 19:59,6.26,0,100,0,678.6742,0.765,88.4
6/1/2015 20:59,5.372,0,100,0,679.0291,0.694,67.71
6/1/2015 21:59,6.323,0,98,0,679.3195,1.51,87.8
6/1/2015 22:59,6.976,0,96.8,0,679.2299,1.454,93.6
6/1/2015 23:59,6.928,0,97.7,0,679.3019,1.453,86.8
6/2/2015 0:59,6.833,0,97.2,0,679.0408,1.396,85.5
6/2/2015 1:59,6.599,0,97.4,0,678.6021,1.429,85.2
6/2/2015 2:59,6.675,0,96.4,0,678.2068,1.937,77.23
6/2/2015 3:59,6.741,0,92.9,0,678.0179,2.279,68.59
6/2/2015 4:59,6.591,0,91.7,0,678.1423,1.899,77.48
6/2/2015 5:59,6.402,0,91.7,0,678.3567,1.571,91.8
6/2/2015 6:59,6.5,0,90,12.79545,678.6631,1.792,83.9
6/2/2015 7:59,7.19,0,86.5,86.61378,678.9517,2.038,70.61
6/2/2015 8:59,8.2,0,81.6,159.85,679.2331,2.061,81.1
6/2/2015 9:59,9.73,0,77.65,347.5049,679.381,2.365,70.22
6/2/2015 10:59,10.13,0,76.47,356.2277,679.4818,3.312,67.43
6/2/2015 11:59,10.73,0,73.15,383.0455,679.3863,3.479,66.31
6/2/2015 12:59,10.85,0,73.66,424.7531,678.8085,3.36,65.27
6/2/2015 13:59,10.69,0,75.45,272.1129,678.0937,3.072,63.07
6/2/2015 14:59,9.54,0.4,84.4,169.7679,677.5073,2.714,62.03
6/2/2015 15:59,8.2,0.9,98.7,144.9664,677.1786,2.184,69.54
6/2/2015 16:59,7.639,0.6,98.5,90.57713,677.3537,2.048,66.67
6/2/2015 17:59,7.014,0,97.3,38.78207,677.5284,1.349,86.6
6/2/2015 18:59,6.486,0,99.5,1.413645,677.5862,1.443,114.3
6/2/2015 19:59,6.574,0,99.8,0,678.2265,1.728,88.5
6/2/2015 20:59,6.938,0.1,100,0,678.6743,1.855,86.7
6/2/2015 21:59,6.73,0.4,100,0,679.0148,1.954,73.46
6/2/2015 22:59,6.524,0.3,100,0,679.0399,2.191,77.84
6/2/2015 23:59,6.523,0.2,100,0,678.9945,2.131,78.39
6/3/2015 0:59,6.427,0.3,100,0,678.6613,2.355,72.17
6/3/2015 1:59,6.475,0.2,100,0,678.2603,3.21,64.13
6/3/2015 2:59,6.53,1.4,100,0,677.7018,2.673,66.62
6/3/2015 3:59,6.545,0.4,100,0,677.5848,2.784,65.77
6/3/2015 4:59,6.308,0,100,0,677.6956,2.185,74.32
6/3/2015 5:59,6.02,0,100,0,677.7278,1.895,89.6
6/3/2015 6:59,6.066,0.1,100,4.865842,677.8044,2.346,76.19
6/3/2015 7:59,6.254,0,99,45.02071,678.205,2.525,67.13
6/3/2015 8:59,6.781,0,97.5,118.8845,678.791,2.621,68.83
6/3/2015 9:59,7.343,0,96.3,177.4469,679.103,3.106,62.02
6/3/2015 10:59,7.553,0.1,94.8,188.9054,679.1768,3.531,63.52
6/3/2015 11:59,7.554,0,95.5,197.7238,679.0286,3.139,62.92
6/3/2015 12:59,7.907,0.1,95.4,245.7588,678.5644,3.649,62.99
6/3/2015 13:59,8.05,0.1,96.1,213.2929,678.0196,3.258,63.12
6/3/2015 14:59,8.44,0,94.9,167.1782,677.4169,2.784,59.32
6/3/2015 15:59,8.52,0,94.7,103.1723,677.0742,2.486,62.75
6/3/2015 16:59,8.28,0,95.7,55.25779,676.9522,3.037,62.37
6/3/2015 17:59,7.813,0,99.4,17.59341,677.2635,2.548,62.38
6/3/2015 18:59,7.677,0,99.1,0.6237085,677.545,1.881,72.19
6/3/2015 19:59,7.366,0,97.7,0,678.2015,2.069,71.61
6/3/2015 20:59,6.917,0,99.1,0,678.7502,2.736,64.06
6/3/2015 21:59,6.68,0,99.6,0,678.8803,2.914,64.49
6/3/2015 22:59,6.712,0.1,99.8,0,678.9893,3.676,64.87
6/3/2015 23:59,6.754,0.1,99.2,0,678.993,2.835,67.3
6/4/2015 0:59,6.478,0.5,100,0,678.819,3.6,62.05
6/4/2015 1:59,6.484,0,100,0,678.6813,3.118,66.71
6/4/2015 2:59,6.527,0.1,99.7,0,678.0862,2.432,73.97
6/4/2015 3:59,6.505,0,99.8,0,677.6459,2.921,67.62
6/4/2015 4:59,6.387,0.1,100,0,677.7816,2.958,66.17
6/4/2015 5:59,6.271,1,100,0,678.0946,3.067,62.46
6/4/2015 6:59,6.347,0,100,6.004878,678.0785,3.255,63.69
6/4/2015 7:59,6.548,0.3,100,30.62469,678.4841,3.077,65.8
6/4/2015 8:59,6.801,1,100,64.27595,679.0195,3.351,66.53
6/4/2015 9:59,7.277,0.3,99.9,120.1995,679.3722,3.144,67.5
6/4/2015 10:59,7.587,0.1,99.6,139.6818,679.4033,3.41,63.7
6/4/2015 11:59,7.782,0,98.8,139.7977,679.3535,3.62,65.39
6/4/2015 12:59,7.95,0,98.8,167.2573,679.1743,3.528,63.56
6/4/2015 13:59,8.89,0,94,245.0317,678.5623,3.018,65.99
6/4/2015 14:59,8.99,0.1,95,170.5223,677.8641,2.871,67.69
6/4/2015 15:59,8.89,0,96.2,194.4746,677.6442,2.769,66.24
6/4/2015 16:59,8.11,0.5,99.6,105.487,677.7028,2.611,68.19
6/4/2015 17:59,7.493,0.1,100,25.56269,678.0343,2.459,68.32
6/4/2015 18:59,7.049,0,100,1.779804,678.4512,1.731,77.75
6/4/2015 19:59,7.033,0.1,99.7,0,678.7888,1.821,84.3
6/4/2015 20:59,7.089,0.1,100,0,679.4188,2.483,76.05
6/4/2015 21:59,7.279,0,98.9,0,679.7248,2.855,69.84
6/4/2015 22:59,7.104,0,98.6,0,679.9847,2.801,71.69
6/4/2015 23:59,7.093,0,96.7,0,679.72,2.701,65.59
6/5/2015 0:59,7.056,0,95.8,0,679.5679,2.965,64.17
6/5/2015 1:59,6.902,0,96.2,0,679.0531,2.81,67.24
6/5/2015 2:59,6.384,0.4,99.7,0,678.6846,3.075,68.01
6/5/2015 3:59,6.209,0,97.2,0,678.3328,2.727,66.73
6/5/2015 4:59,6.657,0,92.2,0,678.1306,2.831,64.96
6/5/2015 5:59,6.303,0,97.2,0,678.3034,2.909,68.29
6/5/2015 6:59,6.399,0,96.7,4.817597,678.5209,3.205,63.12
6/5/2015 7:59,6.494,0.1,96,27.89999,678.804,2.85,65.12
6/5/2015 8:59,6.234,1.6,100,52.03653,679.0868,3.028,63.63
6/5/2015 9:59,6.575,2.1,100,115.0485,679.3997,3.158,70.55
6/5/2015 10:59,6.712,1.2,100,112.5075,679.5137,3.303,63.74
6/5/2015 11:59,6.972,0,98.7,188.358,679.354,3.476,64.74
6/5/2015 12:59,7.26,0,97,135.0225,678.935,3.367,62.72
6/5/2015 13:59,7.086,1.2,100,172.2179,678.6379,3.212,61.84
6/5/2015 14:59,6.89,0.2,100,96.54994,678.2054,3.435,62.5
6/5/2015 15:59,6.548,0.2,100,61.712,677.9147,3.203,63.72
6/5/2015 16:59,6.157,0,100,23.55466,677.868,2.611,62.53
6/5/2015 17:59,5.976,0.1,100,9.715213,678.1941,2.277,68.71
6/5/2015 18:59,5.888,0.1,100,0.4070469,678.5112,1.75,82.1
6/5/2015 19:59,6.008,0,100,0,678.8979,2.283,70.12
6/5/2015 20:59,6.039,0,99.9,0,679.3881,2.099,73.74
6/5/2015 21:59,5.951,0,97.5,0,679.7294,1.995,76.7
6/5/2015 22:59,5.96,0,96.4,0,679.6806,1.774,82.9
6/5/2015 23:59,5.69,0,98.2,0,679.4886,1.543,84.8
6/6/2015 0:59,5.673,0,97.7,0,678.9106,1.921,75.27
6/6/2015 1:59,5.918,0,98.8,0,678.2813,1.947,73.98
6/6/2015 2:59,5.74,0.4,100,0,677.9146,2.395,76.19
6/6/2015 3:59,5.907,0.4,100,0,677.7228,2.25,75.74
6/6/2015 4:59,6.107,0.4,100,0,677.6732,2.974,66.21
6/6/2015 5:59,6.14,0.2,100,0,677.9981,2.758,67.07
6/6/2015 6:59,6.116,0.4,100,9.144753,678.254,2.527,67.79
6/6/2015 7:59,6.238,0.1,100,44.85448,678.643,2.472,62.69
6/6/2015 8:59,6.58,0.5,100,100.5577,679.1938,2.231,64.87
6/6/2015 9:59,7.071,0.1,100,152.9,679.3163,2.686,61.5
6/6/2015 10:59,7.873,0.1,98.8,281.52,679.2665,3.024,62.17
6/6/2015 11:59,8.87,0,92.8,427.1054,679.1729,3.328,60.9
6/6/2015 12:59,9.91,0,82,578.6488,678.9221,3.83,57.91
6/6/2015 13:59,10.22,0,77.1,491.1049,678.4053,3.607,58.89
6/6/2015 14:59,9.94,0,78.74,293.28,677.8345,3.092,62.58
6/6/2015 15:59,9.33,0,84.5,189.0627,677.5604,2.793,57.84
6/6/2015 16:59,8.49,0,89.1,90.52213,677.5386,2.404,63.97
6/6/2015 17:59,7.685,0,91.8,31.20512,677.7654,1.653,72.34
6/6/2015 18:59,7.075,0,96.2,1.127483,678.0675,1.07,93.2
6/6/2015 19:59,6.216,0,98.9,0,678.5334,0.262,161.2
6/6/2015 20:59,6.047,0,98.7,0,679.1092,0.131,101.5
6/6/2015 21:59,6.012,0,98.9,0,679.6061,0.252,100.4
6/6/2015 22:59,5.452,0.6,99.5,0,679.8529,0.249,165.4
6/6/2015 23:59,5.065,0.3,100,0,679.7034,1.385,267.7
6/7/2015 0:59,5.108,0.5,100,0,679.4172,1.01,266.4
6/7/2015 1:59,5.286,0.2,100,0,678.9697,0.515,237.9
6/7/2015 2:59,5.517,0.2,100,0,678.7409,0.17,139.6
6/7/2015 3:59,5.563,0.5,100,0,678.5677,0.056,81.4
6/7/2015 4:59,5.582,0.3,100,0,678.3283,0.746,233.3
6/7/2015 5:59,5.611,0.2,100,0,678.4741,0.224,75.52
6/7/2015 6:59,5.741,0.4,100,4.702368,678.5755,0.648,87.2
6/7/2015 7:59,6.288,0,100,27.71395,678.8479,1.759,73.41
6/7/2015 8:59,6.32,0.5,100,64.11027,679.2645,1.816,62.91
6/7/2015 9:59,6.352,0.7,100,121.043,679.5826,2.601,61.15
6/7/2015 10:59,6.493,0.4,100,130.9595,679.6032,3.034,57.09
6/7/2015 11:59,6.858,0.1,100,208.1148,679.4121,3.495,60.41
6/7/2015 12:59,7.055,0.1,100,141.0407,679.2679,2.739,61.59
6/7/2015 13:59,8.49,0,95.5,304.3539,678.7275,2.479,56.99
6/7/2015 14:59,8.99,0,92.4,203.9256,678.1769,2.345,57.82
6/7/2015 15:59,9.25,0,88.6,172.1838,677.773,2.203,58.52
6/7/2015 16:59,9.34,0,88.8,114.8401,677.6081,1.43,60.04
6/7/2015 17:59,8.62,0,93.9,30.17514,677.8359,0.786,90.3
6/7/2015 18:59,7.189,0,99.3,1.72207,678.1766,0.342,258.6
6/7/2015 19:59,6.861,0,98.3,0,678.6946,0.878,297.8
6/7/2015 20:59,6.863,0.5,99.7,0,679.3,0.207,107.2
6/7/2015 21:59,6.862,0.9,100,0,679.5359,0.402,99.1
6/7/2015 22:59,6.924,0.3,100,0,679.576,0.701,92.9
6/7/2015 23:59,6.844,0.7,100,0,679.5387,0.955,71.09
6/8/2015 0:59,6.828,0.5,100,0,679.2433,1.635,71.94
6/8/2015 1:59,6.773,0.3,100,0,678.9459,1.866,69.24
6/8/2015 2:59,6.694,0.4,100,0,678.5245,1.468,77.14
6/8/2015 3:59,6.694,0.7,100,0,678.3012,1.611,77.23
6/8/2015 4:59,6.68,0.8,100,0,678.2194,1.765,71.4
6/8/2015 5:59,6.675,0.1,100,0,678.4815,1.83,67.65
6/8/2015 6:59,6.702,0.5,100,10.50093,678.7869,1.347,78.58
6/8/2015 7:59,7.048,0.7,100,55.61649,679.1637,1.577,73.58
6/8/2015 8:59,7.389,0.4,100,143.2669,679.4721,2.535,64.38
6/8/2015 9:59,7.999,0,99.9,250.7428,679.773,2.585,56.73
6/8/2015 10:59,9.02,0,96.9,339.0528,679.6392,2.551,58.82
6/8/2015 11:59,9.18,0,94.6,234.9074,679.3734,2.384,60.83
6/8/2015 12:59,8.82,0.5,97.4,248.1587,679.0961,2.232,59.97
6/8/2015 13:59,9.21,0.3,96.1,349.52,678.6882,2.31,57.28
6/8/2015 14:59,8.71,0.9,99.1,154.9085,678.1539,1.318,82.5
6/8/2015 15:59,8.8,0.2,98.6,200.4281,677.7967,1.768,67.36
6/8/2015 16:59,8.28,0.5,99,127.1159,677.7528,2.293,59.38
6/8/2015 17:59,7.659,0.2,99.9,40.30088,678.0025,1.282,67.23
6/8/2015 18:59,6.858,0,100,1.883261,678.1518,0.544,235.2
6/8/2015 19:59,6.139,0,99.8,0,678.488,1.71,281.8
6/8/2015 20:59,5.417,0,100,0,679.0736,1.5,280.9
6/8/2015 21:59,6.016,0,100,0,679.3591,0.949,288
6/8/2015 22:59,5.954,0,100,0,679.4252,0.72,286.3
6/8/2015 23:59,6.217,0,100,0,679.3477,0.635,270.2
6/9/2015 0:59,6.473,0,99.9,0,678.9518,0.534,220
6/9/2015 1:59,6.484,0,100,0,678.5702,0.586,278.6
6/9/2015 2:59,6.453,0,100,0,678.269,0.537,223
6/9/2015 3:59,6.172,0,100,0,678.011,0.422,172.6
6/9/2015 4:59,6.354,0,100,0,677.9462,1.071,271.9
6/9/2015 5:59,6.549,0,99.8,0,678.2255,1.603,273.1
6/9/2015 6:59,6.309,0,99.8,23.12962,678.4771,1.013,134.3
6/9/2015 7:59,6.639,0,100,108.2933,679.0185,0.92,112.1
6/9/2015 8:59,8.15,0,96.6,161.139,679.3234,0.964,126.5
6/9/2015 9:59,8.77,0,95.6,244.3212,679.5116,1.692,72.25
6/9/2015 10:59,9.5,0,91.4,242.0653,679.3868,2.092,61.07
6/9/2015 11:59,9.87,0,89.2,249.5477,679.0888,2.035,61.08
6/9/2015 12:59,11.18,0,81.7,384.3458,678.7106,1.987,62.41
6/9/2015 13:59,11.44,0,80,305.6407,678.0927,1.831,66.91
6/9/2015 14:59,11.77,0,78.6,230.7351,677.3573,1.616,69.47
6/9/2015 15:59,11.55,0,79.89,182.7528,676.9453,1.527,72.58
6/9/2015 16:59,11.33,0,81,136.5651,676.8063,1.494,58.31
6/9/2015 17:59,10.05,0,89.2,32.3814,676.8913,0.972,69.97
6/9/2015 18:59,8.84,0,96.6,1.380061,677.2755,0.217,98.4
6/9/2015 19:59,8.51,0,98.8,0,677.8866,0.756,117.3
6/9/2015 20:59,7.952,0,100,0,678.385,0.175,104
6/9/2015 21:59,7.569,0,100,0,678.8169,0.574,72.22
6/9/2015 22:59,7.412,0,100,0,678.9053,0.716,72.12
6/9/2015 23:59,7.305,0.5,100,0,678.7281,0.95,69.93
6/10/2015 0:59,6.948,0.3,100,0,678.5492,1.362,78.2
6/10/2015 1:59,6.78,0.2,100,0,678.3038,0.396,72.29
6/10/2015 2:59,6.712,0.2,100,0,677.8854,0.243,72.13
6/10/2015 3:59,6.687,0.4,100,0,677.7509,0.268,64.8
6/10/2015 4:59,6.663,1.2,100,0,677.754,0.349,61.22
6/10/2015 5:59,6.633,0.1,100,0,677.902,0.101,230.6
6/10/2015 6:59,6.776,0,100,6.294408,678.2029,0.947,280.4
6/10/2015 7:59,7.476,0,99.9,59.63172,678.6285,0.691,203.7
6/10/2015 8:59,8.31,0,99.5,137.2632,679.2838,0.844,67.16
6/10/2015 9:59,8.05,0.6,99.9,131.367,679.7257,1.562,67.22
6/10/2015 10:59,8.4,0.5,100,218.1673,679.7839,1.662,66.11
6/10/2015 11:59,9.75,0.1,96.6,271.62565,679.3662,1.701,76.38
6/10/2015 12:59,10.63,0,91.4,325.084,678.6959,2.097,62.16
6/10/2015 13:59,10.74,0,90,276.6493,678.0464,1.841,65.52
6/10/2015 14:59,10.88,0.1,87.6,188.8923,677.373,1.793,66.26
6/10/2015 15:59,11.42,0,86.6,262.1153,676.8663,1.738,58.75
6/10/2015 16:59,10.28,1,95.3,175.4951,676.9349,1.894,66.88
6/10/2015 17:59,8.7,0.1,99.6,36.30456,677.2787,0.645,72.82
6/10/2015 18:59,7.646,0,100,1.92942,677.8046,0.165,132.3
6/10/2015 19:59,7.294,0,100,0,678.2156,0.331,239.5
6/10/2015 20:59,6.124,0,100,0,678.6889,0.347,242.1
6/10/2015 21:59,5.774,0,100,0,679.1855,0.327,231.2
6/10/2015 22:59,6.391,0,100,0,679.3805,0.363,132.9
6/10/2015 23:59,6.681,0,100,0,679.3693,1.067,100.1
6/11/2015 0:59,6.424,0,100,0,679.2287,0.404,141.7
6/11/2015 1:59,5.796,0,100,0,678.8483,0.792,297.7
6/11/2015 2:59,5.982,0,100,0,678.4666,0.634,256.4
6/11/2015 3:59,6.109,0,100,0,678.1234,0.802,280.3
6/11/2015 4:59,6.036,0,100,0,678.0817,0.374,226.9
6/11/2015 5:59,6.082,0,100,0,678.3453,0.347,202.6
6/11/2015 6:59,6.285,0,100,13.60446,678.7979,0.339,257.7
6/11/2015 7:59,7.659,0,98.4,110.0086,679.2062,0.748,80.6
6/11/2015 8:59,8.65,0,93,189.1652,679.8321,1.653,74.81
6/11/2015 9:59,10.04,0,83.2,304.4481,679.9962,2.416,56.73
6/11/2015 10:59,10.53,0,81.4,277.4721,679.966,2.478,67.54
6/11/2015 11:59,10.65,0,82.7,286.2151,679.6802,2.373,60.41
6/11/2015 12:59,11.68,0,76.74,485.6074,679.2516,2.874,56.84
6/11/2015 13:59,11.94,0,78.27,408.4161,678.6458,2.543,63.85
6/11/2015 14:59,12.28,0,77.49,381.7682,677.9572,2.222,63.61
6/11/2015 15:59,10.95,0,83.5,130.8815,677.5997,2.029,69.35
6/11/2015 16:59,10.84,0,83.1,131.1017,677.5258,1.833,72.26
6/11/2015 17:59,9.75,0,88.9,53.0299,677.7774,1.524,77.93
6/11/2015 18:59,8.42,0,95.1,2.144136,678.3767,1.33,98.1
6/11/2015 19:59,7.157,0,99.1,0,678.8753,0.682,117.5
6/11/2015 20:59,6.467,0,100,0,679.2016,0.35,180.8
6/11/2015 21:59,6.932,0,99.3,0,679.3604,0.279,160.4
6/11/2015 22:59,7.024,0.2,99.6,0,679.2792,0.981,97.6
6/11/2015 23:59,6.958,0.4,100,0,679.1053,1.329,93.7
6/12/2015 0:59,7.124,0.3,100,0,678.7543,1.576,81.2
6/12/2015 1:59,7.251,0,99.7,0,678.2199,1.614,81.8
6/12/2015 2:59,7.199,0,99.2,0,677.9953,1.958,76.24
6/12/2015 3:59,7.273,0,95.5,0,678.1155,1.844,70.95
6/12/2015 4:59,6.983,0,98.1,0,678.1036,1.499,83.1
6/12/2015 5:59,6.811,0,99.4,0,678.3374,1.227,94.2
6/12/2015 6:59,6.786,0,100,9.288329,678.6345,1.325,85.2
6/12/2015 7:59,7.013,0.1,100,60.02955,679.131,1.889,78.57
6/12/2015 8:59,7.706,0,96.4,108.6368,679.5408,2.21,66.58
6/12/2015 9:59,7.995,0.2,97,166.5643,679.5977,2.42,67.3
6/12/2015 10:59,8.64,0.1,96.1,211.2739,679.5308,2.25,66.32
6/12/2015 11:59,9.27,0.5,93,191.0265,679.1691,2.421,68.73
6/12/2015 12:59,8.84,1.3,97.5,145.5755,678.8965,2.69,65.42
6/12/2015 13:59,8.97,0.2,95.5,207.4419,678.5458,2.884,63.62
6/12/2015 14:59,9.32,0,92.6,188.0677,677.9315,2.349,69.97
6/12/2015 15:59,9.95,0,88.3,174.5719,677.4127,1.674,71.41
6/12/2015 16:59,10.07,0,85.5,171.9547,677.4216,1.772,64.11
6/12/2015 17:59,8.9,0,91.8,35.20905,677.5616,1.357,72.31
6/12/2015 18:59,8.21,0,96.4,1.233867,678.0001,0.947,93.5
6/12/2015 19:59,7.913,0,99,0,678.564,0.825,111.3
6/12/2015 20:59,7.821,0,99,0,678.9854,1.09,99.7
6/12/2015 21:59,7.893,0,97.7,0,679.2823,1.367,78.16
6/12/2015 22:59,7.709,0,99.6,0,679.3466,0.896,100.3
6/12/2015 23:59,7.499,0,100,0,679.2586,1.321,82.6
6/13/2015 0:59,7.328,0,100,0,679.0046,1.548,84.3
6/13/2015 1:59,7.225,0.1,100,0,678.5354,1.629,83.8
6/13/2015 2:59,7.226,0,100,0,678.2004,0.885,97.4
6/13/2015 3:59,7.191,0,100,0,677.9999,1.125,99
6/13/2015 4:59,7.098,0,100,0,678.0273,1.012,91.7
6/13/2015 5:59,7.031,0.1,100,0,678.1449,1.117,102
6/13/2015 6:59,6.991,1.2,100,8.59174,678.4983,1.282,82.5
6/13/2015 7:59,7.193,0.1,100,39.44169,679.2064,1.459,77.82
6/13/2015 8:59,8.37,0,98,164.0825,679.6665,1.76,63.2
6/13/2015 9:59,9.56,0,91.5,302.0304,679.8143,2.115,62.25
6/13/2015 10:59,9.83,0,89.6,213.0463,679.774,2.137,62.47
6/13/2015 11:59,10.75,0,87.5,347.7835,679.595,2.518,59.3
6/13/2015 12:59,10.71,0,86.7,443.9745,679.3412,2.676,59.28
6/13/2015 13:59,9.63,0.7,93.9,152.5196,678.7861,1.918,70.28
6/13/2015 14:59,9.75,0.1,96.6,268.0357,678.0668,1.703,71.56
6/13/2015 15:59,10.72,0,88.5,236.3974,677.6392,2.216,59.51
6/13/2015 16:59,10.51,0,87.2,139.5582,677.6503,1.858,58.17
6/13/2015 17:59,9.28,0,92.6,35.38221,677.8217,1.383,54.89
6/13/2015 18:59,8.55,0,98.3,1.455725,677.9101,0.807,122.4
6/13/2015 19:59,7.878,0,98.4,0,678.3317,0.601,291.5
6/13/2015 20:59,7.644,0,99.2,0,678.8787,0.156,257.3
6/13/2015 21:59,7.557,0,99.7,0,679.2823,0.189,142
6/13/2015 22:59,7.266,0,100,0,679.3604,0.435,175.8
6/13/2015 23:59,7.096,0,100,0,679.4343,0.404,70.45
6/14/2015 0:59,7.075,0,100,0,679.2274,0.241,157.9
6/14/2015 1:59,6.584,0,100,0,678.6846,0.796,295.2
6/14/2015 2:59,6.436,0,99.2,0,678.2936,1.382,287.7
6/14/2015 3:59,5.657,0,98.5,0,677.9874,1.771,272.5
6/14/2015 4:59,5.539,0,98,0,677.892,2.361,280.5
6/14/2015 5:59,5.351,0,97,0.01265052,678.0333,2.514,283
6/14/2015 6:59,5.23,0,95.6,12.50836,678.3337,2.618,275.6
6/14/2015 7:59,6.961,0,90.1,105.0041,678.5833,2.162,257.2
6/14/2015 8:59,11.31,0,75.8,448.4126,678.7157,0.949,209.6
6/14/2015 9:59,13.95,0,66.58,604.7716,679.0829,2.015,70.08
6/14/2015 10:59,15.59,0,59.11,833.2297,678.9843,2.036,62.83
6/14/2015 11:59,16.44,0,61.14,998.8785,678.6976,2.53,64.36
6/14/2015 12:59,16.26,0,64.17,972.8312,678.4649,2.665,60.3
6/14/2015 13:59,16.71,0,61.09,941.1268,677.806,2.473,61.05
6/14/2015 14:59,15.27,0,64.07,502.7283,677.1293,2.53,60.01
6/14/2015 15:59,13.38,0,71.05,242.2196,676.7521,2.115,57.2
6/14/2015 16:59,13.96,0,70.36,276.7594,676.7603,1.779,58.54
6/14/2015 17:59,11.39,0,83.9,31.82111,677.2471,1.226,76.43
6/14/2015 18:59,9.3,0,95.2,1.690725,677.7278,0.377,163.8
6/14/2015 19:59,8.69,0,98.6,0,678.3356,0.121,232.2
6/14/2015 20:59,7.978,0,96.7,0,678.9028,1.214,259.7
6/14/2015 21:59,6.783,0,97.3,0,679.1152,1.838,275.7
6/14/2015 22:59,6.106,0,96.6,0,679.2232,2.208,272.4
6/14/2015 23:59,5.562,0,96,0,679.283,2.344,261.1
6/15/2015 0:59,5.395,0,95.7,0,678.8188,2.434,262.1
6/15/2015 1:59,5.066,0,95.7,0,678.5408,2.363,263.7
6/15/2015 2:59,4.683,0,96.1,0,678.3064,1.72,274.1
6/15/2015 3:59,4.447,0,96.5,0,678.0823,2.362,262.9
6/15/2015 4:59,4.342,0,96.4,0,678.0597,2.426,270.8
6/15/2015 5:59,4.747,0,95.3,0.000468567,678.446,2.036,266.3
6/15/2015 6:59,4.849,0,96.1,8.526977,678.7043,2.113,269.5
6/15/2015 7:59,6.285,0,92.7,66.70693,678.9341,1.946,261.3
6/15/2015 8:59,10.91,0,77.7,438.096,679.4833,1.126,123
6/15/2015 9:59,13.02,0,68.48,559.0394,679.7304,2.05,70.39
6/15/2015 10:59,14.16,0,66.48,591.8466,679.615,2.078,65.71
6/15/2015 11:59,14.27,0,67.17,662.3215,679.301,2.388,64.81
6/15/2015 12:59,14.43,0,65.96,694.434,678.9182,2.548,64.45
6/15/2015 13:59,14.66,0,62.76,634.16,678.2291,2.695,61.46
6/15/2015 14:59,13.84,0,67.54,302.137,677.3354,2.078,67.19
6/15/2015 15:59,13.56,0,68.03,257.6716,676.9409,1.932,77.82
6/15/2015 16:59,13.06,0,70.35,224.9442,676.7713,1.812,58.47
6/15/2015 17:59,11.06,0,82.2,31.87106,677.073,1.304,76.92
6/15/2015 18:59,9.84,0,91.2,1.742962,677.5375,1.717,80.2
6/15/2015 19:59,9.06,0,95.4,0,678.1071,1.194,99
6/15/2015 20:59,8.38,0,97.4,0,678.5769,1.086,90.7
6/15/2015 21:59,8.31,0,92.9,0,678.9297,1.536,76.6
6/15/2015 22:59,8.45,0,92.8,0,679.2184,1.247,91.3
6/15/2015 23:59,8.47,0,91.8,0,679.2328,1.632,72.76
6/16/2015 0:59,8.46,0,91.3,0,679.0456,1.712,74.86
6/16/2015 1:59,8.29,0,91.7,0,678.4846,1.236,86.1
6/16/2015 2:59,7.909,0,93.2,0,678.0836,0.992,81.9
6/16/2015 3:59,7.718,0,93,0,677.8104,0.907,75.75
6/16/2015 4:59,7.63,0,93.2,0,677.6369,1.28,70.94
6/16/2015 5:59,7.064,0,97.8,0,678.0151,0.831,104.9
6/16/2015 6:59,6.933,0.6,97.8,4.337235,678.5098,1.71,69.99
6/16/2015 7:59,6.96,0.6,99.2,28.85072,679.138,1.284,85.3
6/16/2015 8:59,7,1.7,100,80.80748,679.7045,1.863,78.96
6/16/2015 9:59,7.731,0.1,96.5,192.2099,679.955,1.51,80.8
6/16/2015 10:59,9.74,0,89,333.3644,679.6439,1.885,68.45
6/16/2015 11:59,9.12,0,91.9,170.1427,679.4769,2.066,69.17
6/16/2015 12:59,10.05,0,87.6,369.4467,679.3608,1.939,66.26
