fecha,temp.SayausiPTAPETAPA,precip.SayausiPTAPETAPA,hum.SayausiPTAPETAPA,rad.SayausiPTAPETAPA,pres.SayausiPTAPETAPA,vviento.SayausiPTAPETAPA,dviento.SayausiPTAPETAPA
1/24/2016 17:59,16.44,0,60.47,74.92444,726.5654,0.441,161.8
1/24/2016 18:59,13.01,0,73.01,11.75569,726.7986,0.857,105.9
1/24/2016 19:59,12.07,0,73.15,0,727.2767,1.022,106.4
1/24/2016 20:59,10.42,0,63.7,0,728.3433,0.857,95.2
1/24/2016 21:59,10.72,0,77.62,0,728.6779,0.562,123.8
1/24/2016 22:59,8.16,0,88.8,0,729.4149,0.797,113.3
1/24/2016 23:59,9.29,0,84.7,0,729.1427,0.722,101.2
1/25/2016 0:59,9.28,0,84.4,0,728.8395,0.052,263.6
1/25/2016 1:59,7.611,0,83.3,0,728.2468,0.167,121.3
1/25/2016 2:59,7.096,0,93.7,0,727.9335,0.132,89.1
1/25/2016 3:59,5.655,0,94,0,727.7923,0.011,106.8
1/25/2016 4:59,6.265,0,90.5,0,727.8082,0.329,110.6
1/25/2016 5:59,6.274,0,94.2,0,728.1685,0,101.9
1/25/2016 6:59,5.709,0,91.4,20.21755,728.8294,0,90.8
1/25/2016 7:59,8.96,0,83.8,20.33525,729.3646,0.075,110.6
1/25/2016 8:59,13.27,0,76.99,297.3699,729.6048,1.235,104.6
1/25/2016 9:59,14.64,0,62,634.7904,729.8945,1.39,99.8
1/25/2016 10:59,16.31,0,54.53,915.1017,729.7183,1.02,246.1
1/25/2016 11:59,23.86,0,39.03,1066.034,728.8884,1.028,244.9
1/25/2016 12:59,22.7,0,38.49,1048.528,728.925,1.387,213
1/25/2016 13:59,23.73,0,39.88,658.2306,727.6526,2.208,190.6
1/25/2016 14:59,25.17,0,41.62,920.4915,726.6074,1.892,222.9
1/25/2016 15:59,24.18,0,50.11,700.4927,725.9634,2.221,238.7
1/25/2016 16:59,20.07,0,61.81,233.327,726.1191,1.432,255.3
1/25/2016 17:59,16.19,0,78.15,51.01439,727.0692,0.802,242.9
1/25/2016 18:59,13.1,0,94.4,2.346354,728.1595,0.401,121.1
1/25/2016 19:59,12.28,0,99.4,0,728.7035,0.283,117.7
1/25/2016 20:59,12.13,0,100,0,729.1801,0.096,127.7
1/25/2016 21:59,12.09,0,100,0,729.7416,0.061,212.5
1/25/2016 22:59,12.09,0,100,0,730.3242,0.127,89.7
1/25/2016 23:59,11.24,0,100,0,730.3578,0.172,90.7
1/26/2016 0:59,9.92,0,100,0,729.7954,0.22,142.8
1/26/2016 1:59,9.14,0,100,0,729.1183,0.34,91.1
1/26/2016 2:59,8.64,0,100,0,728.5944,0.222,113.3
1/26/2016 3:59,8.56,0,100,0,728.5302,0.301,135.7
1/26/2016 4:59,9,0,99.4,0,728.4119,0.201,110.2
1/26/2016 5:59,8.97,0,99.5,0,728.6006,0.267,137.2
1/26/2016 6:59,9.01,0,97.4,8.625208,728.9437,0.474,112.9
1/26/2016 7:59,9.64,0,97.8,47.32911,729.6104,0.43,117.7
1/26/2016 8:59,11.76,0,94,189.8079,729.9938,0.704,162.1
1/26/2016 9:59,15.47,0,81.8,453.6763,730.4998,1.1,242.2
1/26/2016 10:59,17.15,0,72.49,400.5597,730.1332,0.972,269.9
1/26/2016 11:59,20.86,0,59.75,972.4562,729.3631,1.428,228.5
1/26/2016 12:59,22.7,0,50.51,1042.859,728.5701,1.76,234.8
1/26/2016 13:59,24.18,0,42.75,1023.186,727.5343,1.775,222.5
1/26/2016 14:59,25.39,0,38.46,889.9692,726.4774,1.826,229.9
1/26/2016 15:59,24.2,0,50.05,591.9503,725.9878,1.959,232.5
1/26/2016 16:59,22.56,0,53.08,422.5264,726.0883,1.527,233.3
1/26/2016 17:59,18.8,0,66.63,84.53638,726.4736,1.298,234.1
1/26/2016 18:59,16.14,0,77.48,3.300447,727.1164,0.346,194.5
1/26/2016 19:59,14.88,0,86.4,0,727.8102,0.392,123.2
1/26/2016 20:59,13.46,0,92.8,0,728.5649,0.567,49.95
1/26/2016 21:59,12.51,0,91.2,0,728.9172,0.54,126
1/26/2016 22:59,12.11,0,86.3,0,729.326,0.716,140.4
1/26/2016 23:59,11.62,0,82.3,0,729.3024,0.921,104.5
1/27/2016 0:59,11.26,0,80.3,0,728.8231,0.935,98
1/27/2016 1:59,10.85,0,78.06,0,728.1025,0.939,96.1
1/27/2016 2:59,10.64,0,75.86,0,727.2528,0.791,86.3
1/27/2016 3:59,10.17,0,74.36,0,726.8149,0.805,106.5
1/27/2016 4:59,8.5,0,82.9,0,727.0336,0.535,104.6
1/27/2016 5:59,8.17,0,84.9,0,727.2285,0.435,83.3
1/27/2016 6:59,7.817,0,87.5,6.913488,727.6508,0.278,85.4
1/27/2016 7:59,8.52,0,89.4,25.00458,728.3059,0.437,82.7
1/27/2016 8:59,11.12,0,87.2,226.1735,728.7532,0.657,147.7
1/27/2016 9:59,17.21,0,67.85,601.9125,728.8282,1.145,217
1/27/2016 10:59,19.8,0,58.33,842.5248,728.4392,1.717,237.9
1/27/2016 11:59,20.96,0,54.62,899.726,728.0311,1.819,242.3
1/27/2016 12:59,22.62,0,48.51,1022.209,727.4156,2.109,240.9
1/27/2016 13:59,24.38,0,42.75,1002.8,726.6286,2.188,248.1
1/27/2016 14:59,25.31,0,39.68,874.4646,725.8028,1.744,252.5
1/27/2016 15:59,25.66,0,36.94,708.1729,725.0594,1.915,248.3
1/27/2016 16:59,25.59,0,37,429.8165,724.5311,1.381,258.1
1/27/2016 17:59,22.61,0,56.51,246.1629,725.0963,1.389,258.5
1/27/2016 18:59,17.51,0,76.26,5.579284,725.9257,0.725,227.1
1/27/2016 19:59,15.36,0,85.3,0,726.6273,0.508,198.4
1/27/2016 20:59,14.31,0,91.7,0,727.6669,0.193,184.9
1/27/2016 21:59,13.9,0,95.3,0,728.2488,0.26,222
1/27/2016 22:59,13.62,0,97.2,0,728.8472,0.333,208.7
1/27/2016 23:59,12.82,0,96.1,0,728.9609,0.619,143.5
1/28/2016 0:59,11.28,0,88.1,0,728.6442,0.607,180.9
1/28/2016 1:59,10.75,0,85.8,0,727.9689,0.754,159.9
1/28/2016 2:59,10.47,0,76.91,0,727.4843,1.025,102.6
1/28/2016 3:59,9.61,0,75.33,0,727.4152,1.058,97.2
1/28/2016 4:59,9.2,0,68.55,0,727.4395,1.189,81.9
1/28/2016 5:59,7.641,0,72.4,0,727.7233,0.481,88.4
1/28/2016 6:59,6.629,0,71.27,4.677041,727.9758,0.483,89.2
1/28/2016 7:59,7.326,0,68.19,36.14652,728.4097,0.557,83
1/28/2016 8:59,10.27,0,72.74,224.9332,728.9027,0.572,139.5
1/28/2016 9:59,16.8,0,55.94,644.2517,729.3978,1.249,227.6
1/28/2016 10:59,19.47,0,50.37,818.4597,729.391,1.336,233.5
1/28/2016 11:59,21.93,0,36.03,992.3873,728.623,1.68,236.8
1/28/2016 12:59,23.16,0,34.99,933.9402,727.8099,2.028,240.3
1/28/2016 13:59,22.9,0,34.79,690.457,727.0261,1.447,239.3
1/28/2016 14:59,24.78,0,30.3,895.1332,725.989,1.453,238.7
1/28/2016 15:59,26.06,0,27.15,702.3634,725.1055,1.525,262.5
1/28/2016 16:59,24.82,0,42.92,476.3519,724.744,2.041,249.2
1/28/2016 17:59,20.39,0,63.11,185.577,725.6752,1.251,249.3
1/28/2016 18:59,15.7,0,79.58,5.344146,726.5136,0.524,231.3
1/28/2016 19:59,14.83,0,83.6,0,727.4224,0.389,168.4
1/28/2016 20:59,13.88,0,86.5,0,728.1688,0.589,94
1/28/2016 21:59,12.02,0,91.5,0,728.565,0.248,111.7
1/28/2016 22:59,11.39,0,92.3,0,728.8635,0.52,191.5
1/28/2016 23:59,11.21,0,86.7,0,728.579,0.906,91.9
1/29/2016 0:59,10.36,0,86.7,0,728.3476,0.632,123.1
1/29/2016 1:59,10.04,0,80.5,0,727.6319,0.793,72.46
1/29/2016 2:59,9.56,0,75.95,0,727.0081,0.652,101.2
1/29/2016 3:59,8.67,0,81.4,0,726.9756,0.244,126.6
1/29/2016 4:59,9.17,0,82.3,0,726.9858,0.278,133.8
1/29/2016 5:59,9.16,0,85.7,0,727.3388,0.067,130.2
1/29/2016 6:59,8.88,0,89.9,5.65257,727.8511,0,136.6
1/29/2016 7:59,9.68,0,91.1,63.17028,728.5097,0.151,277.4
1/29/2016 8:59,12.29,0,83.4,204.9998,728.9803,0.857,226.6
1/29/2016 9:59,13.91,0,78.54,295.1001,729.299,0.921,212.1
1/29/2016 10:59,16.96,0,66.1,516.1255,728.8057,1.517,233.8
1/29/2016 11:59,19.19,0,56.9,729.2643,728.2932,1.739,240
1/29/2016 12:59,21.6,0,48.72,972.772,727.4927,1.832,230.8
1/29/2016 13:59,23.83,0,41.36,992.3734,726.5668,1.95,235
1/29/2016 14:59,22.09,0,46.82,444.9631,725.6841,2.021,237.2
1/29/2016 15:59,20.53,0,58.26,420.6459,725.5399,2.269,252.7
1/29/2016 16:59,16.4,0,80.4,180.6918,726.0358,1.413,179.3
1/29/2016 17:59,12.77,0,94.9,14.24343,726.2709,0.63,108.7
1/29/2016 18:59,12.23,0,93.1,2.922652,726.5074,0.68,120
1/29/2016 19:59,11.97,0,96.5,0,727.0994,0.397,81.3
1/29/2016 20:59,11.64,0,98.5,0,727.8975,0.05,169.3
1/29/2016 21:59,11.5,0,98,0,728.5107,0.116,191.3
1/29/2016 22:59,11.53,0,97.1,0,728.7548,0.154,164.1
1/29/2016 23:59,11.48,0,96.8,0,728.7084,0.082,138.8
1/30/2016 0:59,11.07,0,97.8,0,728.3417,0.042,92.5
1/30/2016 1:59,11.3,0,97.5,0,727.7565,0.062,141.6
1/30/2016 2:59,11.36,0,98.2,0,727.2834,0.275,134.4
1/30/2016 3:59,11.06,0,99.8,0,726.8825,0.218,108.8
1/30/2016 4:59,10.43,0,100,0,727.0385,0.294,136.9
1/30/2016 5:59,10.77,0,100,0,727.5355,0.207,228.5
1/30/2016 6:59,10.92,0,99.6,8.700561,727.8913,0.407,222.4
1/30/2016 7:59,12.07,0,97,115.1347,728.5089,0.398,226
1/30/2016 8:59,14.13,0,91.1,227.3039,728.8958,1.081,230.9
1/30/2016 9:59,15.79,0,82,351.9124,729.066,1.317,248
1/30/2016 10:59,18,0,70.43,550.7468,728.7993,1.441,246.7
1/30/2016 11:59,20.67,0,57.17,806.0662,728.0582,1.524,241.8
1/30/2016 12:59,21.1,0,52.43,545.8116,727.4142,1.66,248.5
1/30/2016 13:59,20.28,0,53.97,406.0199,726.8495,1.005,269.3
1/30/2016 14:59,18.3,0,68.14,241.5085,726.5225,1.501,257.1
1/30/2016 15:59,15.63,0,85.1,97.14034,726.1829,0.836,248
1/30/2016 16:59,12.74,0,97.9,31.21079,726.2167,0.245,248.6
1/30/2016 17:59,12.24,0,99.7,27.59966,726.4718,0.264,216
1/30/2016 18:59,11.93,0,100,3.34896,727.0911,0.452,248.3
1/30/2016 19:59,11.57,0,100,0,727.717,0.163,256.4
1/30/2016 20:59,11.45,0,100,0,728.5257,0.08,219.2
1/30/2016 21:59,11.37,0,100,0,729.0228,0.202,217.7
1/30/2016 22:59,11.47,0,100,0,729.3568,0.055,237.9
1/30/2016 23:59,11.4,0,100,0,729.4096,0.001,241.3
1/31/2016 0:59,11.3,0,100,0,728.8151,0.005,208.3
1/31/2016 1:59,11,0,100,0,728.316,0,127.8
1/31/2016 2:59,10.98,0,100,0,728.0074,0.417,254.3
1/31/2016 3:59,10.65,0,100,0,727.6132,0.175,154.8
1/31/2016 4:59,10.35,0,100,0,727.7479,0.056,119.5
1/31/2016 5:59,10.46,0,100,0,728.0616,0.013,262
1/31/2016 6:59,10.4,0,100,7.380947,728.2046,0.099,122.3
1/31/2016 7:59,10.96,0,99.9,79.56612,728.9577,0.163,182.2
1/31/2016 8:59,12.65,0,94.2,168.6597,729.3863,0.257,218
1/31/2016 9:59,14.47,0,89.2,315.0756,729.1953,0.997,226.7
1/31/2016 10:59,15.7,0,83.4,342.5085,729.0171,1.348,245
1/31/2016 11:59,16.79,0,77.49,382.2615,728.8174,1.202,238.2
1/31/2016 12:59,17.54,0,68.61,300.1746,728.4449,0.699,239.1
1/31/2016 13:59,17.86,0,60.05,340.4054,727.5916,1.066,193.4
1/31/2016 14:59,18.77,0,60.92,369.2644,726.6909,1.071,233.6
1/31/2016 15:59,19.93,0,54.69,320.8057,725.9835,0.898,263.5
1/31/2016 16:59,19.16,0,54.81,248.5301,725.6284,1.321,238.7
1/31/2016 17:59,19.22,0,57.76,176.1016,725.7437,1.013,281.7
1/31/2016 18:59,13.98,0,84.4,8.438154,726.204,0.544,150.2
1/31/2016 19:59,11.93,0,93.1,0,726.9088,0.484,107.9
1/31/2016 20:59,10.95,0,93.9,0,727.6601,0.465,101.1
1/31/2016 21:59,10.68,0,91.6,0,728.3988,0.517,87.4
1/31/2016 22:59,11.02,0,88.1,0,728.7459,0.232,88.4
1/31/2016 23:59,10.7,0,89,0,728.9482,0.252,117.3
2/1/2016 0:59,10.92,0,89.4,0,728.2552,0.246,128.4
2/1/2016 1:59,10.69,0,91.2,0,727.6254,0.356,93
2/1/2016 2:59,9.73,0,94.2,0,726.7061,0.348,93.1
2/1/2016 3:59,9.11,0,93.1,0,726.3859,0.41,106.7
2/1/2016 4:59,8.89,0,92.7,0,726.7365,0.405,92.7
2/1/2016 5:59,8.86,0,89.4,0,726.998,0.619,88.1
2/1/2016 6:59,9.01,0,85.6,6.02948,727.65,0.843,90.2
2/1/2016 7:59,8.91,0,93.5,31.53581,728.568,0.328,116.8
2/1/2016 8:59,11.58,0,88.9,164.6486,728.9485,0.623,114.9
2/1/2016 9:59,16.54,0,73.47,625.4918,729.1802,1.216,215.4
2/1/2016 10:59,17.87,0,66.74,461.1885,728.8373,1.826,241.8
2/1/2016 11:59,19.04,0,63.46,625.7437,728.3482,1.884,243.5
2/1/2016 12:59,21.34,0,54.36,1018.898,727.441,2.245,234.8
2/1/2016 13:59,22.99,0,48.88,991.653,726.6767,1.85,250.4
2/1/2016 14:59,23.42,0,46.09,819.633,725.776,2.074,244.5
2/1/2016 15:59,23.17,0,48.67,650.8304,725.2116,2.332,234.9
2/1/2016 16:59,21.29,0,51.77,279.0824,724.9401,1.206,251.3
2/1/2016 17:59,19.41,0,56.26,114.9048,725.2406,0.774,221.6
2/1/2016 18:59,16.5,0,67.88,14.62249,726.0848,0.546,183.9
2/1/2016 19:59,14.04,0,76.79,0,727.0157,0.488,88.6
2/1/2016 20:59,12.37,0,86.3,0,727.7855,0.308,185.4
2/1/2016 21:59,12.77,0,87.1,0,728.4041,0.016,239.1
2/1/2016 22:59,12.93,0,90,0,728.7642,0.07,235.8
2/1/2016 23:59,12.19,0,85.7,0,728.6677,0.428,86.8
2/2/2016 0:59,10.08,0,90.6,0,728.1901,0.322,107.9
2/2/2016 1:59,9.46,0,89.6,0,727.4392,0.698,134
2/2/2016 2:59,9.67,0,86.6,0,726.7208,0.685,150.5
2/2/2016 3:59,10.02,0,87.9,0,726.4525,0.314,164.6
2/2/2016 4:59,9.05,0,90,0,726.5168,0.346,127.5
2/2/2016 5:59,8.45,0,91.9,0,726.923,0.501,104.9
2/2/2016 6:59,8.96,0,84.7,5.701505,727.3207,0.798,112.5
2/2/2016 7:59,8.93,0,87.1,24.75121,727.8524,0.332,104.1
2/2/2016 8:59,11.5,0,83.5,118.3207,728.2111,0.994,170.6
2/2/2016 9:59,17.08,0,66.79,634.8125,728.5394,1.559,240.1
2/2/2016 10:59,19.58,0,50.43,835.5074,728.2169,1.704,228.1
2/2/2016 11:59,19.35,0,51.02,524.2371,727.8252,2.022,233.1
2/2/2016 12:59,19.33,0,52.42,320.6657,727.1833,1.23,239.5
2/2/2016 13:59,19.23,0,53.92,307.9078,726.5376,1.332,244.3
2/2/2016 14:59,18.45,0,57.66,296.1316,725.9135,1.728,250.9
2/2/2016 15:59,18.98,0,56.53,322.4471,725.3268,1.109,227.2
2/2/2016 16:59,19.96,0,54.19,331.3173,725.0983,1.373,228.9
2/2/2016 17:59,16.76,0,64.85,25.08351,725.3536,0.568,133.2
2/2/2016 18:59,15.03,0,74.63,2.846947,725.9694,0.31,188.7
2/2/2016 19:59,13.91,0,79.88,0,726.4628,0.327,56.73
2/2/2016 20:59,12.04,0,86.2,0,727.0576,0.71,138.5
2/2/2016 21:59,11.9,0,86.9,0,727.7716,0.411,180.6
2/2/2016 22:59,12.3,0,85.8,0,727.9561,0.345,139.9
2/2/2016 23:59,12.03,0,89.1,0,727.9764,0.081,156
2/3/2016 0:59,11.94,0,90.5,0,727.5203,0.155,114.2
2/3/2016 1:59,11.52,0,94,0,726.9473,0,172.1
2/3/2016 2:59,11.05,0,97.1,0,726.4586,0.082,161.6
2/3/2016 3:59,10.94,0,99.4,0,726.2002,0,186.9
2/3/2016 4:59,10.83,0,99.9,0,726.2418,0.029,126.4
2/3/2016 5:59,10.88,0,100,0,726.6834,0.002,239.7
2/3/2016 6:59,11.01,0,100,0.6447302,727.2053,0.113,241.8
2/3/2016 7:59,11.02,0,100,11.43521,727.9259,0.196,242
2/3/2016 8:59,11.91,0,100,84.27883,728.3335,0.224,239.5
2/3/2016 9:59,12.63,0,99.1,114.6516,728.6213,0.467,220.5
2/3/2016 10:59,14.72,0,90.9,347.1359,728.4659,0.788,233.6
2/3/2016 11:59,16.91,0,79.95,483.3595,727.9063,1.307,242.4
2/3/2016 12:59,19.49,0,69.23,625.6183,727.2118,1.578,248.8
2/3/2016 13:59,17.12,0,75.38,145.7533,726.4865,0.709,212.8
2/3/2016 14:59,17.86,0,72.1,287.0031,725.6891,0.758,209
2/3/2016 15:59,19.51,0,63.07,283.5338,724.9698,0.876,255.6
2/3/2016 16:59,19.9,0,59.93,340.2637,724.6072,1.485,229.6
2/3/2016 17:59,17.86,0,66.47,64.75626,724.7622,0.18,169.7
2/3/2016 18:59,15.1,0,87.6,7.331321,725.547,0.349,198
2/3/2016 19:59,13.93,0,92.5,0,726.4395,0.355,205
2/3/2016 20:59,13.26,0,94.8,0,727.3059,0.256,82.3
2/3/2016 21:59,12.85,0,96.1,0,727.8102,0.24,122.3
2/3/2016 22:59,12.42,0,95.2,0,728.0697,0.089,84.5
2/3/2016 23:59,11.28,0,97.3,0,728.1351,0.193,132.6
2/4/2016 0:59,11.39,0,96.5,0,727.7031,0.196,131.1
2/4/2016 1:59,11.48,0,96.5,0,727.095,0.094,175
2/4/2016 2:59,11.73,0,96.3,0,726.5555,0.112,147
2/4/2016 3:59,11.62,0,97.6,0,726.2834,0.014,149.9
2/4/2016 4:59,11.46,0,98.3,0,726.4031,0,112.5
2/4/2016 5:59,11.23,0,100,0,726.7076,0,97.1
2/4/2016 6:59,11.39,0,100,10.2298,727.0828,0.114,180
2/4/2016 7:59,11.75,0,100,27.31315,727.8293,0.008,259.7
2/4/2016 8:59,12.1,0,98.8,48.9998,728.4649,0.184,174.5
2/4/2016 9:59,13.27,0,93.2,251.4264,728.7177,0.334,266.8
2/4/2016 10:59,16.1,0,78.28,344.9665,728.4258,0.554,229.6
2/4/2016 11:59,18.44,0,67.09,520.4211,727.8253,1.129,249.9
2/4/2016 12:59,19.79,0,63.79,541.9987,727.08,1.262,247.2
2/4/2016 13:59,20.87,0,59.58,554.1811,726.2397,1.742,227.3
2/4/2016 14:59,13.91,0,90,59.26952,726.2131,1.126,168.4
2/4/2016 15:59,13.19,0,98.2,158.3801,725.6888,0.281,199.8
2/4/2016 16:59,14.14,0,95.2,99.36099,725.4339,0.211,257.8
2/4/2016 17:59,13.03,0,98.3,56.85435,725.4587,0.17,225.3
2/4/2016 18:59,12.45,0,99.5,22.94782,725.8752,0.191,197.5
2/4/2016 19:59,11.79,0,100,0,726.623,0.245,225.2
2/4/2016 20:59,11.51,0,100,0,727.5339,0.089,226.2
2/4/2016 21:59,11.37,0,100,0,728.1163,0.084,234.1
2/4/2016 22:59,11.3,0,100,0,728.3513,0.136,208.3
2/4/2016 23:59,11.16,0,100,0,728.2169,0.129,143.3
2/5/2016 0:59,10.71,0,100,0,727.9122,0.174,171.8
2/5/2016 1:59,10.32,0,100,0,727.4207,0.083,178
2/5/2016 2:59,9.95,0,100,0,726.8458,0.167,191.7
2/5/2016 3:59,9.29,0,100,0,726.8417,0.412,135.7
2/5/2016 4:59,9.11,0,100,0,727.0308,0.413,180.1
2/5/2016 5:59,9.03,0,99.9,0,727.0933,0.507,112.7
2/5/2016 6:59,8.86,0,100,3.694092,727.4009,0.293,136
2/5/2016 7:59,9.64,0,99.7,70.20673,728.3207,0.17,210.6
2/5/2016 8:59,11.69,0,94.6,178.5536,729.0505,0.349,187
2/5/2016 9:59,14.4,0,84.5,357.3715,729.1044,0.745,202.5
2/5/2016 10:59,16.35,0,82.1,418.6221,729.1116,1.568,251.5
2/5/2016 11:59,17.95,0,73.81,436.4376,728.8587,1.525,237.7
2/5/2016 12:59,16.87,0,77.42,231.9277,728.3517,1.018,236.3
2/5/2016 13:59,17.65,0,78.47,581.3411,727.5499,0.945,210.6
2/5/2016 14:59,21.16,0,60.49,825.213,726.1857,1.288,217.5
2/5/2016 15:59,23.14,0,47.89,711.8887,725.2939,1.301,226.5
2/5/2016 16:59,21.65,0,48.59,273.5715,724.7681,0.923,242.4
2/5/2016 17:59,20,0,59.02,129.2857,724.8676,0.936,260
2/5/2016 18:59,15.66,0,82.6,5.693479,725.9026,0.612,182.3
2/5/2016 19:59,14.64,0,88.4,0,726.6255,0.166,188.9
2/5/2016 20:59,14.2,0,92.9,0,727.4345,0.22,173.6
2/5/2016 21:59,13.01,0,98.8,0,728.1704,0.301,137.5
2/5/2016 22:59,12.73,0,99.9,0,728.6747,0.144,97.6
2/5/2016 23:59,12.59,0,100,0,728.6647,0.081,237.1
2/6/2016 0:59,12,0,100,0,728.2842,0.208,141.4
2/6/2016 1:59,11.26,0,99.6,0,727.485,0.267,142.8
2/6/2016 2:59,10.67,0,100,0,727.1393,0.371,226.3
2/6/2016 3:59,10.84,0,98.7,0,726.7917,0.362,93.8
2/6/2016 4:59,10.52,0,98.1,0,726.5811,0.422,164.1
2/6/2016 5:59,9.94,0,97.1,0,726.6673,0.394,116.4
2/6/2016 6:59,9.62,0,97.1,8.12001,727.3541,0.344,156
2/6/2016 7:59,10.96,0,96.1,84.6325,728.3087,0.294,276.7
2/6/2016 8:59,13.78,0,84.1,146.975,728.738,0.389,186.4
2/6/2016 9:59,16.57,0,77.8,451.8167,728.6708,1.255,218
2/6/2016 10:59,19.75,0,65.9,882.7762,728.4359,2.349,246.6
2/6/2016 11:59,19.54,0,63.06,478.0568,728.2502,1.844,247.7
2/6/2016 12:59,19.56,0,63.01,469.454,727.7629,1.367,240.8
2/6/2016 13:59,20.73,0,59.23,432.9837,727.0086,1.647,251.3
2/6/2016 14:59,17.17,0,70.16,83.71255,726.9003,0.83,200.7
2/6/2016 15:59,14.3,0,89.8,108.0076,726.7798,0.552,225.8
2/6/2016 16:59,14.17,0,92.3,112.4216,726.6136,0.469,231.7
2/6/2016 17:59,14.6,0,88.1,75.28526,726.644,0.34,206.3
2/6/2016 18:59,13.61,0,91,7.054397,727.0286,0.364,88.5
2/6/2016 19:59,13.01,0,93.4,0,727.5055,0.008,130.8
2/6/2016 20:59,12.62,0,95.3,0,728.2908,0.027,108.9
2/6/2016 21:59,12.57,0,96.2,0,728.9436,0.02,115.4
2/6/2016 22:59,12.53,0,96.2,0,729.4206,0.157,94.4
2/6/2016 23:59,12.33,0,93.9,0,729.3531,0.26,106.6
2/7/2016 0:59,12.21,0,92,0,728.9531,0.445,111.1
2/7/2016 1:59,12.17,0,91.3,0,728.3791,0.279,107
2/7/2016 2:59,12.1,0,91.2,0,727.9589,0.251,91.3
2/7/2016 3:59,11.91,0,93.2,0,727.6899,0.083,104.5
2/7/2016 4:59,11.61,0,94.5,0,727.5565,0,151.7
2/7/2016 5:59,11.56,0,94.4,0,727.8245,0.085,104.6
2/7/2016 6:59,11.71,0,92.6,10.64605,728.1491,0.509,132.9
2/7/2016 7:59,12.83,0,88.9,72.93193,728.4011,0.351,188.7
2/7/2016 8:59,14.6,0,82.9,169.6461,728.8906,0.742,236.9
2/7/2016 9:59,16.39,0,75.91,295.9484,728.8805,1.316,226.2
2/7/2016 10:59,17.35,0,72.31,304.1571,728.6833,1.629,242.3
2/7/2016 11:59,17.87,0,70.98,298.0246,728.2827,1.116,251.3
2/7/2016 12:59,18.76,0,67.45,373.6511,727.7595,0.994,251.8
2/7/2016 13:59,19.53,0,62.48,359.6579,727.1054,1.158,220.3
2/7/2016 14:59,18.19,0,66.91,210.3136,726.3908,0.921,240.9
2/7/2016 15:59,17.5,0,68.73,198.8145,725.6917,0.975,200.3
2/7/2016 16:59,15.63,0,76.01,70.49742,725.6085,0.778,211.3
2/7/2016 17:59,14.74,0,84.8,52.61065,725.7384,0.472,216.9
2/7/2016 18:59,14.1,0,87.5,4.936742,726.2012,0.266,184
2/7/2016 19:59,13.57,0,88.4,0,726.9626,0.067,123
2/7/2016 20:59,12.82,0,91.4,0,727.5446,0.125,92.4
2/7/2016 21:59,12,0,94.3,0,728.1223,0.052,121.1
2/7/2016 22:59,11.24,0,95.4,0,728.4909,0.492,140
2/7/2016 23:59,11.73,0,93,0,728.1711,0.405,141.9
2/8/2016 0:59,11.9,0,92.4,0,727.8519,0.319,141
2/8/2016 1:59,11.94,0,92.3,0,727.3892,0.076,87.4
2/8/2016 2:59,11.94,0,92.2,0,726.9054,0.322,131.8
2/8/2016 3:59,11.71,0,94.9,0,726.806,0.23,119.3
2/8/2016 4:59,11.51,0,96.3,0,726.7429,0.299,173.2
2/8/2016 5:59,11.48,0,95.9,0,726.6879,0.279,182.5
2/8/2016 6:59,11.62,0,95.3,3.497402,727.0729,0.176,259.1
2/8/2016 7:59,11.78,0,96.7,37.80183,727.9307,0.324,176.2
2/8/2016 8:59,12.64,0,93.7,94.45844,728.6168,0.17,211
2/8/2016 9:59,14.7,0,87.4,303.4079,728.7178,0.884,228.5
2/8/2016 10:59,17.19,0,77.17,358.6235,728.4708,1.356,249.9
2/8/2016 11:59,16.92,0,78.88,257.3353,728.097,1.055,245.1
2/8/2016 12:59,16.46,0,86.5,371.1748,727.61,1.36,236.1
2/8/2016 13:59,19.35,0,74.24,536.4731,726.8087,1.282,263.7
2/8/2016 14:59,19.62,0,66.66,418.1306,726.0616,1.218,225.6
2/8/2016 15:59,18.59,0,71.45,300.0892,725.5728,1.147,229.6
2/8/2016 16:59,18.34,0,66.61,185.1549,725.2951,0.676,237.1
2/8/2016 17:59,16.2,0,71.53,66.17574,725.6344,0.752,188.6
2/8/2016 18:59,14.59,0,76.59,8.487417,725.9874,0.428,118.2
2/8/2016 19:59,13.05,0,87.4,0,726.6962,0.447,89.4
2/8/2016 20:59,11.59,0,98.2,0,727.5443,0.142,66.81
2/8/2016 21:59,11.43,0,99.8,0,728.1386,0,224.6
2/8/2016 22:59,11.48,0,100,0,728.3249,0.025,171.3
2/8/2016 23:59,11.49,0,100,0,728.2124,0.002,101.3
2/9/2016 0:59,11.51,0,100,0,727.7551,0.146,143.5
2/9/2016 1:59,11.59,0,100,0,727.2505,0.005,231.1
2/9/2016 2:59,11.66,0,100,0,726.9277,0.186,203.5
2/9/2016 3:59,11.58,0,100,0,726.7241,0.018,186.6
2/9/2016 4:59,11.54,0,100,0,726.7638,0.058,145.8
2/9/2016 5:59,11.64,0,100,0,727.0294,0.163,224.5
2/9/2016 6:59,11.62,0,100,6.782421,727.527,0.11,186.3
2/9/2016 7:59,11.85,0,100,39.0447,728.2471,0.258,137.1
2/9/2016 8:59,12.76,0,99.5,113.5628,728.9996,0.382,248.8
