fecha,temp.SayausiPTAPETAPA,precip.SayausiPTAPETAPA,hum.SayausiPTAPETAPA,rad.SayausiPTAPETAPA,pres.SayausiPTAPETAPA,vviento.SayausiPTAPETAPA,dviento.SayausiPTAPETAPA
6/1/2015 0:59,9.08,0,90.9,0,728.7209,0.631,149.6
6/1/2015 1:59,9.66,0,91.2,0,728.4881,0.297,122.8
6/1/2015 2:59,10.19,0,91.7,0,728.1482,0.219,108.6
6/1/2015 3:59,10.35,0,91.6,0,728.098,0.382,118.6
6/1/2015 4:59,9.48,0,94.1,0,728.0513,0.533,104.4
6/1/2015 5:59,8.63,0,95.7,0,728.3384,0.673,102.1
6/1/2015 6:59,8.5,0,93.4,9.828317,728.7144,0.718,110.1
6/1/2015 7:59,9.33,0,93.2,44.24787,729.3544,0.166,101.8
6/1/2015 8:59,11.87,0,87.5,109.8849,729.9272,0.552,147.5
6/1/2015 9:59,14.88,0,75.48,304.2901,730.053,0.935,228.6
6/1/2015 10:59,18.67,0,60.74,581.704,729.9117,1.361,242.8
6/1/2015 11:59,18.29,0,60.68,471.7911,729.5919,0.945,237.2
6/1/2015 12:59,19.13,0,59.15,522.8029,729.0645,1.2,248.3
6/1/2015 13:59,16.21,0.9,72.62,308.4825,728.2979,0.909,240.5
6/1/2015 14:59,13.95,0.1,84.9,199.3471,727.7153,0.592,204.4
6/1/2015 15:59,14.56,0,81.3,190.5013,727.2206,0.572,212.6
6/1/2015 16:59,13.93,0.3,84.3,165.8068,727.1837,0.74,217.9
6/1/2015 17:59,13.27,0,87.2,54.56478,727.1937,0.44,191
6/1/2015 18:59,11.04,0,90.5,1.251648,727.4209,0.528,108.8
6/1/2015 19:59,9.57,0,95.6,0,727.9036,0.469,109.2
6/1/2015 20:59,9.04,0,96.4,0,728.4091,0.685,117.1
6/1/2015 21:59,9.63,0,96,0,728.7615,0.557,168.4
6/1/2015 22:59,10.48,0,94,0,728.7471,0.342,78.46
6/1/2015 23:59,10.56,0,93.7,0,728.7311,0.324,140.7
6/2/2015 0:59,10.37,0,93.2,0,728.4585,0.291,118.6
6/2/2015 1:59,10.11,0,92.7,0,728.0924,0.343,113.5
6/2/2015 2:59,10.2,0,93.8,0,727.8249,0.308,111
6/2/2015 3:59,9.95,0,94.6,0,727.5645,0.352,85.6
6/2/2015 4:59,9.79,0,93,0,727.606,0.211,89.3
6/2/2015 5:59,9.46,0,90.3,0,727.7896,0.382,92.9
6/2/2015 6:59,9.38,0,90.9,14.57378,728.2161,0.41,147.8
6/2/2015 7:59,10.63,0,88.1,76.97099,728.5469,0.262,115.6
6/2/2015 8:59,12.75,0,80.7,112.7054,728.8756,0.431,186.6
6/2/2015 9:59,14.63,0,70.53,289.4573,729.0199,1.008,210.7
6/2/2015 10:59,16.76,0,61.59,378.498,729.0664,0.948,201.8
6/2/2015 11:59,17.22,0,60.35,384.9131,728.9615,0.929,231.6
6/2/2015 12:59,18.21,0,57.91,426.4154,728.2379,1.053,239.1
6/2/2015 13:59,19.11,0,58.15,532.7726,727.3387,1.268,256.6
6/2/2015 14:59,17.63,0,62.19,296.0633,726.7109,0.85,249.3
6/2/2015 15:59,15.72,0,71.25,187.9788,726.5014,0.815,237.1
6/2/2015 16:59,14.88,0,77.37,216.7099,726.6661,0.855,226.8
6/2/2015 17:59,13.1,0,76.21,36.19479,726.6869,0.433,152.1
6/2/2015 18:59,11.29,0,82.1,2.166428,726.8054,0.563,153.2
6/2/2015 19:59,11.63,0,82.2,0,727.5779,0.37,102.6
6/2/2015 20:59,11.5,0,86,0,728.2043,0.414,111.5
6/2/2015 21:59,11.09,0,90.3,0,728.5642,0.182,139.4
6/2/2015 22:59,10.79,0.1,93.5,0,728.7666,0.221,118.6
6/2/2015 23:59,10.23,0,96.7,0,728.6282,0.198,103
6/3/2015 0:59,10.34,0,96.6,0,728.3251,0.032,113.3
6/3/2015 1:59,10.4,0,95.7,0,727.879,0.256,101
6/3/2015 2:59,10.25,0.4,97.8,0,727.3987,0.049,190.8
6/3/2015 3:59,10.07,0,100,0,727.2931,0,166.3
6/3/2015 4:59,9.61,0.1,100,0,727.1708,0.326,76.1
6/3/2015 5:59,8.89,0,99.9,0,727.1921,0.376,129
6/3/2015 6:59,9.22,0,98,13.48723,727.3333,0.256,126.3
6/3/2015 7:59,10.49,0,96.7,60.01528,727.8391,0.201,192.2
6/3/2015 8:59,11.97,0,85.1,109.391,728.5372,0.689,129.1
6/3/2015 9:59,12.58,0.2,90.7,263.6144,729.0598,0.675,247.5
6/3/2015 10:59,14.48,0,78.17,299.9003,729.0367,0.749,218.8
6/3/2015 11:59,15.99,0.1,74.6,295.9351,728.7632,0.802,257.6
6/3/2015 12:59,14.29,0.5,86.9,407.344,728.3453,0.838,260.5
6/3/2015 13:59,17.59,0.1,70.85,586.5515,727.4189,1.06,229.7
6/3/2015 14:59,16.76,0,70.72,329.0146,726.7018,0.861,227.1
6/3/2015 15:59,15.72,0,71.56,205.0619,726.2659,0.879,220.3
6/3/2015 16:59,14.96,0,73.7,110.8942,726.1302,0.906,200.6
6/3/2015 17:59,13.87,0,80.2,33.74858,726.4945,0.342,166.1
6/3/2015 18:59,11.62,0,89.8,0.9480082,726.8007,0.485,81.1
6/3/2015 19:59,11.9,0,86.2,0,727.5012,0.585,119.2
6/3/2015 20:59,11.79,0,87,0,728.3913,0.351,106
6/3/2015 21:59,11.38,0,89.6,0,728.5535,0.217,109.9
6/3/2015 22:59,10.67,0,95.8,0,728.7669,0.276,114.1
6/3/2015 23:59,10.67,0.3,94.9,0,728.7869,0.156,120.1
6/4/2015 0:59,10.03,0.3,99.6,0,728.7932,0.119,206.7
6/4/2015 1:59,9.69,0,99.4,0,728.332,0.338,95.8
6/4/2015 2:59,9.47,0.1,98.6,0,727.6494,0.316,106.8
6/4/2015 3:59,10.01,0,97.6,0,727.3246,0.271,125.2
6/4/2015 4:59,10.04,0,98.7,0,727.5742,0.198,148.6
6/4/2015 5:59,9.86,0.1,99.8,0,728.0288,0.1,118.1
6/4/2015 6:59,9.68,0.2,100,5.619469,727.9986,0.075,121.3
6/4/2015 7:59,10.07,0.6,99.9,40.86702,728.4172,0.029,181.2
6/4/2015 8:59,11.34,0.4,98.3,116.0654,728.9732,0.443,276.1
6/4/2015 9:59,12.31,1.4,98.1,172.6654,729.2568,0.507,273.1
6/4/2015 10:59,13.47,0,93.6,232.7957,729.1943,0.809,232.4
6/4/2015 11:59,14.39,0.1,89.7,282.8201,729.1284,0.691,250.4
6/4/2015 12:59,15.91,0,80.3,400.8701,728.8362,0.956,230.4
6/4/2015 13:59,16.45,0,76.68,360.0083,728.0381,1.003,236.5
6/4/2015 14:59,15.72,0.1,82.3,281.7286,727.4194,0.941,264.6
6/4/2015 15:59,14.55,0,85.9,193.6262,727.1311,0.725,260.6
6/4/2015 16:59,14.14,0,84,108.0839,727.2035,0.441,221.8
6/4/2015 17:59,12.37,0,86.9,29.22423,727.3004,0.63,104
6/4/2015 18:59,11.37,0,89.1,2.047632,727.7419,0.656,115.5
6/4/2015 19:59,11.3,0,90.3,0,728.2712,0.625,101.6
6/4/2015 20:59,11.1,0,92.3,0,728.9667,0.509,120.5
6/4/2015 21:59,11.01,0,93.3,0,729.3333,0.034,78.19
6/4/2015 22:59,10.96,0,92.2,0,729.5749,0.503,90.2
6/4/2015 23:59,11,0.2,90.5,0,729.3743,0.693,138
6/5/2015 0:59,10.11,1.4,98.9,0,729.3281,0.386,109.9
6/5/2015 1:59,9.5,0,100,0,728.7843,0.189,109.1
6/5/2015 2:59,9.55,0,100,0,728.4675,0.332,120.8
6/5/2015 3:59,9.15,0,98.9,0,727.9194,0.673,112.1
6/5/2015 4:59,9.53,0.1,94.4,0,727.7162,0.967,122.4
6/5/2015 5:59,9.85,0,93.2,0,728.0267,0.964,118.2
6/5/2015 6:59,10.5,0,90.2,8.603469,728.3984,0.809,112.4
6/5/2015 7:59,10.54,0.1,93.6,31.64042,728.8612,0.456,165
6/5/2015 8:59,10.59,0.2,98.1,56.80407,729.2372,0.316,261
6/5/2015 9:59,11.08,1.4,99.3,134.193,729.615,0.929,268.4
6/5/2015 10:59,12.24,0.5,97.4,211.2961,729.6484,0.697,261.4
6/5/2015 11:59,12.48,0.1,94.2,192.0349,729.4,0.562,234.7
6/5/2015 12:59,13.2,0,88.1,137.8028,728.7458,0.533,237.4
6/5/2015 13:59,12.79,0,86,145.0641,728.343,0.758,169.3
6/5/2015 14:59,12.67,0.3,92.8,191.2951,728.0319,0.561,225.6
6/5/2015 15:59,13.14,0,88.1,94.89494,727.6193,0.358,220.5
6/5/2015 16:59,11.78,0,87,60.57743,727.6033,0.768,159.4
6/5/2015 17:59,11.34,0,87.9,29.42674,727.7623,0.563,116.5
6/5/2015 18:59,10.85,0,87.6,0.4474009,728.0001,0.791,102.4
6/5/2015 19:59,10.84,0,85.7,0,728.3731,0.856,94.3
6/5/2015 20:59,10.46,0,86,0,728.8222,0.98,146.2
6/5/2015 21:59,10.46,0,85,0,729.2224,0.996,147.9
6/5/2015 22:59,10.33,0,84.8,0,729.2517,0.932,123.1
6/5/2015 23:59,10.07,0,86.2,0,729.0821,0.898,104.4
6/6/2015 0:59,9.53,0,90.8,0,728.5502,0.516,106.2
6/6/2015 1:59,9.76,0,90.5,0,727.863,0.522,116
6/6/2015 2:59,9.66,0,93.7,0,727.681,0.193,136.7
6/6/2015 3:59,9.57,0,97.1,0,727.4824,0.243,113.5
6/6/2015 4:59,9.35,0.1,98.5,0,727.4835,0.089,196.2
6/6/2015 5:59,9.19,0,100,0,727.8926,0.082,122.5
6/6/2015 6:59,9.17,0,99.9,15.35301,728.0939,0.204,105.8
6/6/2015 7:59,10.24,0.2,98.9,67.79343,728.4963,0.071,200.9
6/6/2015 8:59,11.69,0,94.2,177.7935,728.9988,0.439,222.4
6/6/2015 9:59,14.12,0,84.3,287.5881,729.0587,1.407,242.2
6/6/2015 10:59,12.94,0.2,95.1,228.2681,729.1663,1.433,251.9
6/6/2015 11:59,16.05,0,81,514.1061,728.9382,1.326,247.7
6/6/2015 12:59,18.08,0,66.37,615.332,728.5117,1.124,255.1
6/6/2015 13:59,18,0,63.47,509.5069,727.9665,1.165,246.4
6/6/2015 14:59,17.13,0,64.39,327.5082,727.2983,0.844,255.8
6/6/2015 15:59,16.78,0,63.26,249.7121,726.9397,0.959,258.6
6/6/2015 16:59,15.53,0,69.48,181.9192,726.9557,0.646,256.5
6/6/2015 17:59,13.5,0,76.46,46.31097,727.0546,0.497,142.8
6/6/2015 18:59,10.76,0,83.6,1.487481,727.3314,0.864,124.9
6/6/2015 19:59,9.31,0,91.9,0,727.7856,0.643,188.5
6/6/2015 20:59,9.58,0,92.1,0,728.4527,0.589,174.3
6/6/2015 21:59,10.42,0,89.6,0,728.9391,0.191,131.1
6/6/2015 22:59,9.83,0,92.8,0,729.202,0.476,119.1
6/6/2015 23:59,10.17,0,88.4,0,728.9731,0.392,103.6
6/7/2015 0:59,10.48,0,85.8,0,728.7282,0.415,92.6
6/7/2015 1:59,10.08,0,89.7,0,728.389,0.246,119.7
6/7/2015 2:59,9.71,0,94.1,0,728.2681,0.034,132.9
6/7/2015 3:59,9.28,0.2,98.1,0,727.9384,0.108,180.5
6/7/2015 4:59,9.45,0,96.9,0,727.7698,0.236,179.5
6/7/2015 5:59,9.36,0,97.9,0,727.9943,0.222,155.5
6/7/2015 6:59,9.28,0.5,99.7,5.183227,728.2533,0.16,248.1
6/7/2015 7:59,9.42,0.2,100,25.22911,728.6589,0.16,227
6/7/2015 8:59,9.8,0.1,100,44.8428,729.1862,0.759,257.7
6/7/2015 9:59,10.77,0,98.1,127.9217,729.4677,0.25,250.5
6/7/2015 10:59,12.6,0,90.4,199.6798,729.4367,0.541,253.2
6/7/2015 11:59,14.91,0,77.8,377.0698,729.1834,0.967,268.1
6/7/2015 12:59,16,0,73.41,393.5704,728.8125,1.197,258
6/7/2015 13:59,17.37,0,68,489.1984,728.1036,1.074,246.1
6/7/2015 14:59,19.07,0,62.83,686.7507,727.3745,1.674,242.4
6/7/2015 15:59,19.24,0,59.33,519.0796,726.7704,1.494,257.3
6/7/2015 16:59,16.48,0,64.04,134.649,726.5881,0.69,241.6
6/7/2015 17:59,14.76,0,73.57,41.49437,726.824,0.192,174.8
6/7/2015 18:59,12.51,0,85.4,1.503245,727.1086,0.226,97.1
6/7/2015 19:59,11.64,0.2,88.5,0,727.8845,0.454,191.8
6/7/2015 20:59,10.84,0.5,97.1,0,728.7197,0.36,84.6
6/7/2015 21:59,10.71,0.5,99.2,0,729.0346,0.026,138.5
6/7/2015 22:59,10.67,0.1,100,0,729.1332,0,238.4
6/7/2015 23:59,10.6,0.3,100,0,729.126,0.001,265.2
6/8/2015 0:59,10.41,0.1,100,0,728.7722,0.002,174.8
6/8/2015 1:59,10.24,0,100,0,728.4581,0.124,148.5
6/8/2015 2:59,10.15,0.1,100,0,727.9831,0,171.2
6/8/2015 3:59,10.17,0,100,0,727.8074,0,145.8
6/8/2015 4:59,10.16,0.1,100,0,727.7355,0,234.1
6/8/2015 5:59,10.21,0.5,100,0,728.0513,0.024,288.2
6/8/2015 6:59,10.31,0.1,100,12.99553,728.3541,0.104,187.2
6/8/2015 7:59,10.87,0.5,100,55.14897,728.8626,0.034,270.2
6/8/2015 8:59,12.06,0,97.1,138.4262,729.2383,0.335,253.5
6/8/2015 9:59,13.4,0,90.8,221.943,729.3668,0.653,234.4
6/8/2015 10:59,15.63,0,83.1,461.2462,729.1133,1.151,243
6/8/2015 11:59,16.88,0,74.99,395.494,728.6772,1.125,233.4
6/8/2015 12:59,14.84,1.1,89.5,391.2293,728.5646,1.008,262.7
6/8/2015 13:59,16,0.1,77.41,387.0971,727.9346,0.848,238.6
6/8/2015 14:59,14.22,1.1,87.2,152.2951,727.3729,0.704,241.1
6/8/2015 15:59,12.1,2.2,97,101.7699,727.1613,0.399,238.8
6/8/2015 16:59,13.43,0,92.9,151.8353,726.9615,0.265,197.7
6/8/2015 17:59,12.99,0,92.4,56.74561,727.109,0.187,173.5
6/8/2015 18:59,10.87,0,95.9,2.631362,727.1241,0.331,87.3
6/8/2015 19:59,9.58,0,94.3,0,727.6201,0.802,187
6/8/2015 20:59,9.21,0,92.6,0,728.2798,0.741,90
6/8/2015 21:59,8.91,0,94.5,0,728.6215,0.755,197.6
6/8/2015 22:59,8.65,0,96.7,0,728.7496,0.72,200.8
6/8/2015 23:59,9.48,0,96.2,0,728.6554,0.409,128.2
6/9/2015 0:59,9.4,0,97.5,0,728.3408,0.144,127.3
6/9/2015 1:59,9.55,0,98,0,727.9271,0.152,158.3
6/9/2015 2:59,9.5,0,98.3,0,727.6728,0.05,131.3
6/9/2015 3:59,9.19,0,99.9,0,727.4239,0.144,140.8
6/9/2015 4:59,9.05,0,99.8,0,727.2334,0.219,138.3
6/9/2015 5:59,8.95,0,99.9,0,727.6442,0.383,151.7
6/9/2015 6:59,8.94,0,100,10.95099,728.0273,0.12,108.8
6/9/2015 7:59,9.5,0,99.6,58.68498,728.4811,0.176,150
6/9/2015 8:59,11.1,0,96.7,155.3351,728.8884,0.721,208.4
6/9/2015 9:59,13.6,0,90.7,331.9834,729.1121,1.112,218.3
6/9/2015 10:59,15.39,0,79.78,370.8997,728.8545,1.2,236.1
6/9/2015 11:59,18.53,0,68.44,790.9954,728.3047,1.748,261.4
6/9/2015 12:59,19.31,0,64.31,696.7385,727.7153,2.109,242.7
6/9/2015 13:59,20.08,0,60.81,751.3171,726.9526,1.86,228.8
6/9/2015 14:59,18.49,0,63.6,287.3394,726.2219,1.178,235.6
6/9/2015 15:59,20.49,0,57.51,544.8837,725.6458,1.61,258.5
6/9/2015 16:59,19.21,0,59.87,167.5974,725.4584,0.64,265.6
6/9/2015 17:59,15.62,0,70.97,37.08469,725.6088,0.576,186.2
6/9/2015 18:59,13.2,0,82,1.60568,726.1531,0.504,113.4
6/9/2015 19:59,12.41,0,87.3,0,726.8862,0.25,151.1
6/9/2015 20:59,11.46,0,91.8,0,727.4488,0.329,132.7
6/9/2015 21:59,11.55,0,93,0,728.0366,0.201,211.4
6/9/2015 22:59,11.62,0,92.9,0,728.1403,0.112,172.4
6/9/2015 23:59,11.55,0,93.2,0,728.0429,0.183,215.8
6/10/2015 0:59,11.32,0,93,0,727.8261,0.113,169.7
6/10/2015 1:59,11.11,0,93.2,0,727.5537,0,114.4
6/10/2015 2:59,10.65,0,96.1,0,727.0799,0.014,156.8
6/10/2015 3:59,10.67,0,96.7,0,727.0145,0,137.4
6/10/2015 4:59,10.48,0,98.6,0,726.9692,0.065,202.7
6/10/2015 5:59,10.42,0,97.8,0,727.0734,0.177,112.2
6/10/2015 6:59,10.35,0,99.4,7.794059,727.4661,0.026,186.2
6/10/2015 7:59,11.11,0,97.8,71.58163,728.0313,0.067,211.8
6/10/2015 8:59,11.64,0.3,96.9,65.86797,728.8837,0.725,223.8
6/10/2015 9:59,11.5,1.7,100,91.00679,729.3994,1.066,254.9
6/10/2015 10:59,12.77,0.3,96.9,303.4789,729.4264,0.808,243.5
6/10/2015 11:59,17.01,0,76.73,711.0339,728.6384,1.178,240.8
6/10/2015 12:59,18.27,0,69.66,672.7839,727.7948,2.34,240.1
6/10/2015 13:59,17.15,0,71.31,371.3287,727.1467,1.718,239.6
6/10/2015 14:59,19.26,0,63.98,662.7787,726.2581,1.892,233
6/10/2015 15:59,18.12,0,65.26,291.2429,725.6992,1.18,251.6
6/10/2015 16:59,16.32,2,79.59,182.1801,725.8691,0.777,210.2
6/10/2015 17:59,12.33,0,98.3,27.34924,726.2927,0.299,123.3
6/10/2015 18:59,11.48,0,98.7,1.894414,726.7877,0.377,170.4
6/10/2015 19:59,10.71,0.1,97.6,0,727.1637,0.721,135.4
6/10/2015 20:59,10.3,0,96.5,0,727.7445,0.706,166.7
6/10/2015 21:59,9.78,0,97.7,0,728.376,0.844,243.2
6/10/2015 22:59,10.06,0,98,0,728.701,0.549,173.6
6/10/2015 23:59,10.4,0,97.1,0,728.6943,0.425,165.4
6/11/2015 0:59,10.38,0,93.7,0,728.4868,0.692,111.7
6/11/2015 1:59,9.45,0,94,0,728.0165,0.665,180
6/11/2015 2:59,9.49,0,94.6,0,727.6313,0.574,151.4
6/11/2015 3:59,9.95,0,93.1,0,727.3522,0.471,177.3
6/11/2015 4:59,9.7,0,95,0,727.3913,0.155,108.4
6/11/2015 5:59,9.31,0,96.4,0,727.6954,0.537,90
6/11/2015 6:59,9.35,0,96,14.19743,728.1247,0.597,153.1
6/11/2015 7:59,10.87,0,93.2,72.1316,728.6481,0.223,121
6/11/2015 8:59,12.8,0,85.9,180.9726,729.2561,0.499,179.6
6/11/2015 9:59,14.33,0,82.6,277.5018,729.3759,0.998,191.7
6/11/2015 10:59,19.05,0,62.97,733.6439,729.1451,1.491,228.8
6/11/2015 11:59,19.7,0,59.2,556.5596,728.7245,1.215,249.1
6/11/2015 12:59,19.77,0,59.15,518.433,728.2895,1.121,258.1
6/11/2015 13:59,21.39,0,55.28,786.8002,727.5897,1.296,235.5
6/11/2015 14:59,22.3,0,51.6,683.4276,726.8368,1.383,252.9
6/11/2015 15:59,19.57,0,57.91,410.2185,726.5229,1.137,232.7
6/11/2015 16:59,19.15,0,59.65,252.0856,726.4954,0.946,259.1
6/11/2015 17:59,15.26,0,69.85,46.28904,726.8263,0.424,125.5
6/11/2015 18:59,11.87,0,87.4,1.773073,727.4415,0.314,181.9
6/11/2015 19:59,10.57,0,91.4,0,727.9237,0.497,167.2
6/11/2015 20:59,9.86,0,93.9,0,728.3661,0.518,126.4
6/11/2015 21:59,10.23,0,93.7,0,728.6027,0.696,147.8
6/11/2015 22:59,10.97,0,93.1,0,728.6289,0.194,224.1
6/11/2015 23:59,10.55,0.9,98.8,0,728.6049,0.052,241.3
6/12/2015 0:59,10.29,1.3,100,0,728.291,0.023,194
6/12/2015 1:59,10.24,0.5,100,0,727.7742,0.376,138
6/12/2015 2:59,10.32,0.2,100,0,727.458,0.341,98.6
6/12/2015 3:59,10.06,0.4,100,0,727.4989,0.323,95.4
6/12/2015 4:59,9.51,0.1,100,0,727.426,0.68,111.8
6/12/2015 5:59,9.44,0,100,0,727.7747,0.373,91.5
6/12/2015 6:59,9.54,0,100,9.965176,728.1168,0.313,109.8
6/12/2015 7:59,10.45,0,98.9,53.43639,728.7628,0.394,133.2
6/12/2015 8:59,12.64,0,93.6,158.9713,729.2294,0.591,261.2
6/12/2015 9:59,13.92,0,85.9,241.2877,729.288,0.799,231.1
6/12/2015 10:59,16,0,76.9,584.2952,729.056,1.191,228.4
6/12/2015 11:59,19.21,0,65.74,704.3759,728.5927,1.261,226.2
6/12/2015 12:59,18.98,0,66.38,530.7459,728.2488,1.213,240.9
6/12/2015 13:59,18.51,0,66.26,475.9863,727.9258,1.109,241.3
6/12/2015 14:59,20.32,0,57.19,662.3621,727.23,1.273,251.8
6/12/2015 15:59,18.43,0,60.96,358.6104,726.5732,1.163,258.2
6/12/2015 16:59,18.86,0,58.27,272.8899,726.5826,0.956,267.9
6/12/2015 17:59,14.24,0,77.39,37.42396,726.7581,0.399,211.3
6/12/2015 18:59,13.03,0,84.4,2.142198,727.1517,0.103,184.1
6/12/2015 19:59,12.28,0,88.3,0,727.7715,0.274,181.9
6/12/2015 20:59,11.35,0.1,95.8,0,728.3738,0.089,180.9
6/12/2015 21:59,11.17,0,96.7,0,728.6227,0.36,177.5
6/12/2015 22:59,11,0,95.9,0,728.6787,0.156,121.2
6/12/2015 23:59,11.32,0,95.1,0,728.7142,0.16,148.5
6/13/2015 0:59,11.27,0,95,0,728.3837,0.193,148.4
6/13/2015 1:59,11.29,0,94.3,0,727.9404,0.178,138.8
6/13/2015 2:59,11.07,0,97.3,0,727.5616,0.146,196.6
6/13/2015 3:59,10.9,0,99.1,0,727.423,0.108,190.8
6/13/2015 4:59,10.71,0,100,0,727.4556,0.108,193.5
6/13/2015 5:59,10.63,0.1,100,0,727.5579,0.166,189.5
6/13/2015 6:59,10.55,0.2,100,5.952094,727.9482,0.104,190.5
6/13/2015 7:59,11.02,0.4,100,35.65685,728.706,0.341,260.6
6/13/2015 8:59,11.74,0.2,99.9,82.10412,729.2444,0.613,267
6/13/2015 9:59,12.55,0,99,129.4772,729.3661,0.83,241.3
6/13/2015 10:59,14.07,0,92.3,245.1025,729.2969,0.953,245.2
6/13/2015 11:59,14.15,1.2,91.1,175.1716,729.1195,1.407,241.6
6/13/2015 12:59,14.15,1.1,93.3,414.3693,728.8928,0.687,229.6
6/13/2015 13:59,17.53,0.3,73.12,481.5967,727.9012,1.077,237.5
6/13/2015 14:59,16.1,0,79.4,304.2106,727.0992,0.746,260.2
6/13/2015 15:59,16.88,0,73.01,194.9255,726.5806,0.453,235.4
6/13/2015 16:59,16.43,0,76.99,145.0253,726.5691,0.508,264.1
6/13/2015 17:59,14.87,0,79.37,66.23717,726.7229,0.381,109
6/13/2015 18:59,12.54,0,90.4,4.526137,726.863,0.447,94.6
6/13/2015 19:59,10.92,0,93.4,0,727.3713,0.661,192.4
6/13/2015 20:59,10.9,0,93.4,0,728.0735,0.426,149.3
6/13/2015 21:59,10.65,0,95.1,0,728.4453,0.421,144.5
6/13/2015 22:59,10.71,0,94,0,728.6151,0.188,141.1
6/13/2015 23:59,10.43,0,96.7,0,728.8186,0,182.8
6/14/2015 0:59,10.39,0,98.1,0,728.4967,0.221,170.7
6/14/2015 1:59,10.13,0,97.4,0,727.9205,0.227,125.2
6/14/2015 2:59,8.98,0,100,0,727.5138,0.104,105.2
6/14/2015 3:59,9.07,0,98.9,0,727.1501,0.084,131
6/14/2015 4:59,8.92,0,99.4,0,727.0281,0.145,142.2
6/14/2015 5:59,8.05,0,99.9,0,727.1579,0.034,158.1
6/14/2015 6:59,8.02,0,100,19.74814,727.5366,0.432,281.9
6/14/2015 7:59,8.68,0,100,77.79015,727.7923,0.498,269
6/14/2015 8:59,10.36,0,96.9,166.8003,728.1957,0.69,244.8
6/14/2015 9:59,12.11,0,90.5,338.8508,728.5086,0.804,203.3
6/14/2015 10:59,17.06,0,73.36,751.5675,728.2445,1.02,202.6
6/14/2015 11:59,20.17,0,62.59,900.6563,727.8331,1.66,239.9
6/14/2015 12:59,21.47,0,56.72,908.4457,727.3979,1.964,239.5
6/14/2015 13:59,22.13,0,53.24,829.3888,726.4929,1.544,232.4
6/14/2015 14:59,23.43,0,48.37,809.0374,725.5876,1.827,247.5
6/14/2015 15:59,23.97,0,44.62,601.9156,725.0394,1.314,266.3
6/14/2015 16:59,21.12,0,52.58,279.6176,725.2675,1.089,248.5
6/14/2015 17:59,15.81,0,70.32,55.93895,726.0059,0.816,154.2
6/14/2015 18:59,14.32,0,76.02,0.5711699,726.5656,0.695,113.9
6/14/2015 19:59,13.18,0,86.2,0,727.0885,0.185,134.8
6/14/2015 20:59,11.54,0,92,0,727.7158,0.218,140.7
6/14/2015 21:59,11.14,0,88.4,0,727.989,0.601,75.39
6/14/2015 22:59,10.43,0,88.5,0,728.2862,0.481,93.6
6/14/2015 23:59,9.99,0,91,0,728.3154,0.496,134.8
6/15/2015 0:59,9.15,0,92,0,727.8711,0.333,114
6/15/2015 1:59,8.7,0,92.6,0,727.6892,0.353,119.7
6/15/2015 2:59,9.13,0,90.5,0,727.4083,0.825,138.4
6/15/2015 3:59,9.66,0,86.3,0,727.0804,0.908,111.3
6/15/2015 4:59,8.34,0,91.7,0,727.1255,0.526,100.5
6/15/2015 5:59,8.09,0,90.9,0,727.4904,0.524,90.3
6/15/2015 6:59,8.47,0,90.3,8.692286,727.647,0.579,103.2
6/15/2015 7:59,8.34,0,93.9,20.37529,728.0709,0.23,100.2
6/15/2015 8:59,9.88,0,93.1,47.10083,728.6516,0.571,103.4
6/15/2015 9:59,12.85,0,86.4,257.2291,728.9276,0.901,204.3
6/15/2015 10:59,19.04,0,64.7,808.6927,728.7209,1.928,242.3
6/15/2015 11:59,20.58,0,59.07,780.4382,728.2956,2.043,245.2
6/15/2015 12:59,21.12,0,55.17,744.696,727.7399,1.547,242.1
6/15/2015 13:59,22.23,0,51.35,755.5623,726.963,1.864,254.2
6/15/2015 14:59,22.82,0,48.48,762.6725,725.9229,2.212,242.2
6/15/2015 15:59,21.08,0,53.79,415.1695,725.54,1.134,256.6
6/15/2015 16:59,20.77,0,53.92,260.1394,725.3315,0.964,281.8
6/15/2015 17:59,15.91,0,70.47,35.23418,725.7907,0.302,127.3
6/15/2015 18:59,13.86,0,79.83,2.554361,726.3644,0.485,123.2
6/15/2015 19:59,12.68,0,82.9,0,726.9236,0.622,88.5
6/15/2015 20:59,10.87,0,92.5,0,727.5489,0.209,129.2
6/15/2015 21:59,10.79,0,93.9,0,728.1006,0.483,154
6/15/2015 22:59,11.62,0,92.3,0,728.3097,0.415,141.6
6/15/2015 23:59,11.71,0,93.3,0,728.4079,0.163,97.2
6/16/2015 0:59,11.15,0.1,97,0,728.2355,0.211,127.3
6/16/2015 1:59,10.81,0,96.8,0,727.6075,0.253,121.1
6/16/2015 2:59,10.83,0,94.6,0,727.1341,0.23,118.6
6/16/2015 3:59,10.6,0,94.8,0,726.7874,0.483,124.2
6/16/2015 4:59,10.82,0.2,95.1,0,726.7296,0.459,121.5
6/16/2015 5:59,10.47,0,97.3,0,727.1624,0.4,136.9
6/16/2015 6:59,10.6,0.4,96.9,3.929637,727.9432,0.295,115.5
6/16/2015 7:59,10.71,0.4,99.9,25.39127,728.7169,0.2,161
6/16/2015 8:59,11.07,0.8,98.6,111.5334,729.4977,0.331,254.9
6/16/2015 9:59,13.36,0,87.8,343.3085,729.4639,0.795,221.6
6/16/2015 10:59,15.5,0,77.32,330.9185,729.1215,1.189,239.7
