fecha,temp.Tixan_ETAPA,precip.Tixan_ETAPA,hum.Tixan_ETAPA,rad.Tixan_ETAPA,pres.Tixan_ETAPA,vviento.Tixan_ETAPA,dviento.Tixan_ETAPA
6/1/2015 0:59,10.03,0,85.7,0,739.9262,0.721,226.3
6/1/2015 1:59,10.49,0,85.9,0,739.6694,0.402,252
6/1/2015 2:59,10.33,0,89.1,0,739.3785,0.201,186.4
6/1/2015 3:59,9.87,0,91.6,0,739.2767,0.1,197.6
6/1/2015 4:59,8.9,0,95.4,0,739.2145,0.54,253.4
6/1/2015 5:59,8.1,0,97.5,0,739.5026,0.506,266.3
6/1/2015 6:59,9.21,0,94.3,48.55183,739.9401,0.293,225.2
6/1/2015 7:59,12.33,0,82.1,166.0199,740.6389,0.626,111.8
6/1/2015 8:59,13.54,0,78.37,282.2446,741.2132,0.81,78.02
6/1/2015 9:59,16.63,0,66.02,459.4378,741.2607,1.007,91.7
6/1/2015 10:59,17.92,0,56.22,537.2265,741.1359,2.539,82
6/1/2015 11:59,17.12,0,58.63,347.2624,740.7758,2.279,69.59
6/1/2015 12:59,17.18,0,58.15,404.7092,740.2286,1.978,78.58
6/1/2015 13:59,17.28,0,60.81,382.2368,739.3314,1.922,96.1
6/1/2015 14:59,16.65,0,66.08,247.8658,738.7056,1.566,108.1
6/1/2015 15:59,15.52,0.5,74.06,126.5234,738.321,1.689,86.2
6/1/2015 16:59,14.88,0,79.27,154.4973,738.2683,1.423,128
6/1/2015 17:59,14.35,0,80.8,33.69477,738.2476,0.818,151
6/1/2015 18:59,13,0,88.3,1.223069,738.5292,0.491,248
6/1/2015 19:59,11.4,0,90.7,0,739.0154,0.486,288.2
6/1/2015 20:59,10.47,0,91.3,0,739.5504,1.01,299.8
6/1/2015 21:59,11.06,0,87.8,0,739.8755,1.129,280.9
6/1/2015 22:59,11.41,0,88,0,739.8674,0.567,276.5
6/1/2015 23:59,11.65,0,88.7,0,739.8914,0.53,271.8
6/2/2015 0:59,11.51,0,87.4,0,739.6303,0.5,245.4
6/2/2015 1:59,11.62,0,85.9,0,739.2567,0.744,207.1
6/2/2015 2:59,11.84,0.1,84.8,0,739.0082,0.809,163.2
6/2/2015 3:59,11.18,0,89.3,0,738.6796,0.8,266.2
6/2/2015 4:59,11.24,0,86.1,0,738.7794,0.389,269.8
6/2/2015 5:59,10.67,0,85,0,738.9422,0.623,271.8
6/2/2015 6:59,11.09,0,84,15.91781,739.3908,0.449,248.7
6/2/2015 7:59,13.65,0,73.09,128.7113,739.6752,0.432,163.7
6/2/2015 8:59,15.91,0,62.45,394.7145,740.0223,1.302,89.8
6/2/2015 9:59,17.46,0,55.13,667.3562,740.2153,3.148,45.14
6/2/2015 10:59,17.95,0,52.08,719.598,740.2953,4.135,48.7
6/2/2015 11:59,17.75,0,51.68,580.4738,740.1579,4.261,44.69
6/2/2015 12:59,18.05,0,51.4,587.6449,739.462,3.332,56.57
6/2/2015 13:59,17.64,0,53.99,418.2414,738.5864,2.694,78.08
6/2/2015 14:59,16.47,0,61.23,257.0657,737.8917,2.545,88.1
6/2/2015 15:59,15.33,0.1,71.74,188.5647,737.6912,2.628,43.94
6/2/2015 16:59,15.67,0,72.66,249.2605,737.8292,2.158,85.8
6/2/2015 17:59,14.74,0,67.45,39.65533,737.7221,1.784,57.39
6/2/2015 18:59,13.33,0,71.23,1.684395,737.8979,1.007,154.7
6/2/2015 19:59,13.62,0,71.55,0,738.7861,1.19,70.59
6/2/2015 20:59,12.96,0,80.8,0,739.4247,0.894,222.9
6/2/2015 21:59,11.81,0,91.6,0,739.8386,1.067,151.4
6/2/2015 22:59,11.28,0.3,95.1,0,740.0861,1.328,166.3
6/2/2015 23:59,11.29,0,92.9,0,739.8613,1.002,205.4
6/3/2015 0:59,11.46,0,91.6,0,739.5507,0.723,259.6
6/3/2015 1:59,11.56,0,90.2,0,739.0869,0.555,179.1
6/3/2015 2:59,11.14,0.2,95,0,738.6555,0.785,170.8
6/3/2015 3:59,10.86,0,96.5,0,738.5037,0.799,295.3
6/3/2015 4:59,10.81,0,93.8,0,738.3156,0.855,288.1
6/3/2015 5:59,10.87,0,91.8,0,738.4016,0.373,229.3
6/3/2015 6:59,11.23,0,89.5,14.30777,738.6104,0.91,206.8
6/3/2015 7:59,13.36,0,78.26,104.6416,739.0952,1.544,55.08
6/3/2015 8:59,13.21,0,79.46,129.2758,739.8531,1.848,86
6/3/2015 9:59,14.26,0,78.55,341.3369,740.3008,1.56,91.6
6/3/2015 10:59,14.05,0.5,81,154.7343,740.272,1.259,98.5
6/3/2015 11:59,14.98,0,74.9,286.3145,740.007,2.194,73.69
6/3/2015 12:59,15.27,0,74.6,373.1805,739.4998,1.32,107.1
6/3/2015 13:59,16.02,0.1,70.37,455.9871,738.6398,2.546,46.11
6/3/2015 14:59,16.07,0,68.01,297.2791,737.8945,3.256,38.94
6/3/2015 15:59,15.82,0,70.2,185.1062,737.4277,2.489,41.99
6/3/2015 16:59,15.54,0,70.42,121.1986,737.3232,2.724,44.74
6/3/2015 17:59,14.01,0,77.71,31.54564,737.6766,2.479,38.56
6/3/2015 18:59,12.51,0,84,1.035701,738.0167,0.997,178
6/3/2015 19:59,13.06,0,81.2,0,738.8022,1.776,53.89
6/3/2015 20:59,13.22,0,78.42,0,739.6141,1.391,35.18
6/3/2015 21:59,12.87,0,80.9,0,739.7631,0.498,92.5
6/3/2015 22:59,12.31,0,84.7,0,739.9711,0.433,242.5
6/3/2015 23:59,12.13,0.1,86.5,0,740.033,0.587,181.3
6/4/2015 0:59,11.3,0,93.4,0,739.9365,0.96,269.6
6/4/2015 1:59,11.69,0,86.8,0,739.4326,1.286,286.8
6/4/2015 2:59,11.63,0,86.3,0,738.8113,0.608,262.2
6/4/2015 3:59,11.2,0,93,0,738.558,0.379,222.9
6/4/2015 4:59,11.86,0,85.9,0,738.8421,1.647,71.55
6/4/2015 5:59,11.42,0,88.4,0,739.2834,1.032,127
6/4/2015 6:59,11.36,0.1,89.2,6.266735,739.2375,0.864,233.1
6/4/2015 7:59,11.67,0,91.8,38.35931,739.6402,0.547,129.7
6/4/2015 8:59,12.79,0.7,88.2,135.235,740.2294,1.334,129.2
6/4/2015 9:59,13.51,0.2,87.9,207.2915,740.521,0.65,100.6
6/4/2015 10:59,14.18,0,83.5,243.791,740.5164,2.22,51.99
6/4/2015 11:59,14.58,0.1,79.35,228.1162,740.4139,2.407,52.67
6/4/2015 12:59,15.31,0,77.15,379.5396,740.0742,1.958,57.83
6/4/2015 13:59,16.02,0,72.98,331.394,739.2213,1.799,64.86
6/4/2015 14:59,14.45,0.3,82.6,188.2476,738.6279,2.15,103.5
6/4/2015 15:59,14.28,0.1,86.1,212.6798,738.309,1.788,49.79
6/4/2015 16:59,14.58,0,79.69,105.5059,738.3491,1.405,78.44
6/4/2015 17:59,13.68,0,82.3,32.73606,738.4258,1.7,130.1
6/4/2015 18:59,13.04,0,80.8,2.295502,738.9398,2.092,63.87
6/4/2015 19:59,12.49,0,84.3,0,739.5347,1.072,120.7
6/4/2015 20:59,12.05,0,87.6,0,740.1709,0.622,284.8
6/4/2015 21:59,12.52,0,84.8,0,740.4877,0.748,298.7
6/4/2015 22:59,12.5,0,83.3,0,740.8069,1.576,129.8
6/4/2015 23:59,11.89,0.6,88.4,0,740.6934,1.5,109.5
6/5/2015 0:59,10.86,0.4,96.7,0,740.6161,0.399,255.9
6/5/2015 1:59,10.51,0,93.9,0,739.9749,0.871,264
6/5/2015 2:59,10.85,0,91.7,0,739.6842,0.583,249.4
6/5/2015 3:59,10.68,0,90.6,0,739.1207,0.894,244.8
6/5/2015 4:59,11.57,0,83.3,0,739.0403,1.701,110.7
6/5/2015 5:59,11.57,0,82.6,0,739.3303,2.076,74.28
6/5/2015 6:59,11.76,0,83.3,10.59898,739.733,2.405,61.26
6/5/2015 7:59,11.93,0,84.7,41.6923,740.09,1.27,95.4
6/5/2015 8:59,11.59,0.7,91.8,67.138,740.4807,0.34,185.1
6/5/2015 9:59,11.83,2.2,95.3,159.156,740.9543,0.653,146.4
6/5/2015 10:59,12.66,0.4,91.6,214.6987,740.9711,1.445,84.3
6/5/2015 11:59,13.26,0.1,86.9,197.3528,740.6499,1.499,85.9
6/5/2015 12:59,14.08,0,78.13,182.8749,740.0399,2.216,61.6
6/5/2015 13:59,13.93,0,80.2,214.2352,739.655,2.398,44.33
6/5/2015 14:59,13.99,0.1,80.7,221.842,739.2706,1.482,71.42
6/5/2015 15:59,13.51,0,77.67,85.91659,738.905,2.18,46.78
6/5/2015 16:59,12.9,0,81.4,109.5131,738.8045,1.961,100.4
6/5/2015 17:59,12.83,0,78.88,33.48904,738.9667,1.678,138.1
6/5/2015 18:59,12.3,0,78.43,0.5132676,739.2294,1.475,135.6
6/5/2015 19:59,12.09,0,79.96,0,739.6781,1.469,129.4
6/5/2015 20:59,11.86,0,80.3,0,740.1277,1.9,107.1
6/5/2015 21:59,11.78,0,79,0,740.5264,1.883,109
6/5/2015 22:59,11.57,0,78.06,0,740.5402,1.378,163.2
6/5/2015 23:59,11,0,80.4,0,740.3499,0.85,246.7
6/6/2015 0:59,11.14,0,80.4,0,739.8001,0.821,274.6
6/6/2015 1:59,11.44,0,79.85,0,739.1503,1.764,123.8
6/6/2015 2:59,11.42,0,84.4,0,738.9655,2.268,52.32
6/6/2015 3:59,10.92,0,88.6,0,738.7241,0.773,141.7
6/6/2015 4:59,10.84,0,90.7,0,738.7443,0.328,117.2
6/6/2015 5:59,10.47,0,94.3,0,739.1389,0.168,150.5
6/6/2015 6:59,10.06,0,96.9,18.56287,739.3321,0.335,204.1
6/6/2015 7:59,11.29,0,93.7,65.56139,739.7601,0.365,151.8
6/6/2015 8:59,12.49,0,88.9,183.0544,740.2729,1.583,61.24
6/6/2015 9:59,14.64,0,78.18,358.6176,740.4207,1.753,83.9
6/6/2015 10:59,14.36,0.6,82,317.1427,740.4622,1.57,82.9
6/6/2015 11:59,15.19,0,77.65,449.0797,740.264,1.747,92.2
6/6/2015 12:59,15.9,0,68.86,351.5473,739.8328,1.829,96.5
6/6/2015 13:59,16.19,0,64.36,443.8383,739.1145,2.028,106.9
6/6/2015 14:59,16.64,0,60.52,297.1237,738.4669,2.06,108.7
6/6/2015 15:59,15.89,0,62.13,188.3195,738.1336,2.059,91.5
6/6/2015 16:59,15,0,67.31,128.6653,738.0707,1.914,56.27
6/6/2015 17:59,13.91,0,70.1,30.73514,738.1184,1.051,126.2
6/6/2015 18:59,11.69,0,82.5,1.504627,738.4325,0.607,313.9
6/6/2015 19:59,10.62,0,86.1,0,738.9425,0.598,305.7
6/6/2015 20:59,10.94,0,83.8,0,739.6227,0.836,312.2
6/6/2015 21:59,11.48,0,82.3,0,740.1403,0.51,249.9
6/6/2015 22:59,11.56,0,81,0,740.3466,1.077,298.3
6/6/2015 23:59,11.62,0,78.19,0,740.1697,1.121,270.1
6/7/2015 0:59,11.16,0,80.9,0,739.9301,1.172,173.6
6/7/2015 1:59,10.8,0,84.7,0,739.626,0.339,253.7
6/7/2015 2:59,10.5,0,90.2,0,739.4537,0.238,217
6/7/2015 3:59,10.15,0,93.8,0,739.1941,0.128,215.6
6/7/2015 4:59,9.98,0,95.8,0,739.0453,0.141,185.6
6/7/2015 5:59,9.92,0.1,97.7,0,739.2379,0.4,194
6/7/2015 6:59,9.77,0.1,99.1,5.317515,739.5341,0.154,183
6/7/2015 7:59,9.95,0.1,98.6,45.36831,739.9459,0.172,152.8
6/7/2015 8:59,10.51,0.2,96.6,82.10075,740.5056,0.502,139.3
6/7/2015 9:59,11.92,0,91.3,148.7104,740.7204,0.891,242.1
6/7/2015 10:59,13.24,0,83.2,211.522,740.6827,1.375,96.7
6/7/2015 11:59,15.3,0,73.07,365.6198,740.36,1.345,164.7
6/7/2015 12:59,15.77,0,68.23,490.0398,740.0522,1.763,58.89
6/7/2015 13:59,16.06,0,67.46,428.5901,739.3271,2.004,56.43
6/7/2015 14:59,16.51,0,65.32,316.1336,738.5078,2.037,57.17
6/7/2015 15:59,16.89,0,62.04,244.1455,737.8293,1.904,51.72
6/7/2015 16:59,16.38,0,62.21,124.589,737.5858,2.347,35.07
6/7/2015 17:59,15.43,0,66.12,47.69938,737.8461,1.47,55.78
6/7/2015 18:59,13.55,0,77.95,1.648573,738.1301,0.305,292.8
6/7/2015 19:59,13.6,0.3,78.8,0,738.9822,0.451,150.6
6/7/2015 20:59,12.25,0.5,90.1,0,739.8925,0.242,193.3
6/7/2015 21:59,11.51,0.1,95.9,0,740.2612,0.135,177.4
6/7/2015 22:59,11.23,0.1,98.9,0,740.3358,0.082,145.9
6/7/2015 23:59,11.05,0.4,99.7,0,740.3389,0.571,211.2
6/8/2015 0:59,10.9,0.1,99.5,0,739.9599,0.118,236
6/8/2015 1:59,10.98,0,99.9,0,739.6688,0.001,258.7
6/8/2015 2:59,11,0,99.9,0,739.2044,0.04,173.4
6/8/2015 3:59,10.97,0,100,0,739.0307,0.045,143.3
6/8/2015 4:59,10.95,0,100,0,738.9617,0.002,201.3
6/8/2015 5:59,10.9,0.1,100,0,739.2667,0,194.1
6/8/2015 6:59,10.97,0.2,100,10.53268,739.5953,0.264,122.5
6/8/2015 7:59,11.85,0.1,98.2,82.79348,740.0842,0.546,71.54
6/8/2015 8:59,12.99,0,93.1,210.7501,740.4675,0.787,45.77
6/8/2015 9:59,14.46,0.6,84.2,236.3207,740.5859,1.156,101
6/8/2015 10:59,15.68,0,81.3,547.4256,740.361,1.52,94.5
6/8/2015 11:59,16.14,0.2,75.61,386.9513,739.9593,1.819,72.7
6/8/2015 12:59,14.5,0.2,84.9,352.0679,739.7782,1.822,49.44
6/8/2015 13:59,15.66,0.6,80.1,347.3606,739.0793,1.623,123.1
6/8/2015 14:59,15.27,0,81.4,270.8331,738.448,1.363,84.5
6/8/2015 15:59,14.9,0,79.16,168.6724,738.1451,1.668,91.9
6/8/2015 16:59,14.87,0,75.21,137.2236,738.0696,2.078,37.73
6/8/2015 17:59,14.51,0,75.69,64.98253,738.1978,1.729,36.63
6/8/2015 18:59,13.07,0,82,3.332081,738.2202,0.68,230.2
6/8/2015 19:59,11.34,0,87.9,0,738.7405,0.793,304.4
6/8/2015 20:59,10.57,0,86.8,0,739.4388,1.104,311.2
6/8/2015 21:59,10.35,0,87.5,0,739.7823,0.845,305.9
6/8/2015 22:59,10.07,0,89.3,0,739.9587,0.691,289.3
6/8/2015 23:59,10.61,0,89.3,0,739.8966,0.313,203.2
6/9/2015 0:59,10.11,0,94,0,739.6216,0.288,254.5
6/9/2015 1:59,10.24,0,94.7,0,739.1836,0.012,196.3
6/9/2015 2:59,10.06,0,96.1,0,738.9609,0.102,178.2
6/9/2015 3:59,9.9,0,97.2,0,738.6313,0.095,220.7
6/9/2015 4:59,9.58,0,99,0,738.4966,0.339,246.5
6/9/2015 5:59,9.54,0,99.7,0,738.9282,0.129,185
6/9/2015 6:59,9.72,0,100,22.94625,739.3105,0.204,169.4
6/9/2015 7:59,11.29,0,94.1,138.8442,739.7698,0.774,95.1
6/9/2015 8:59,14.1,0,82.9,395.8778,740.1733,1.092,136.4
6/9/2015 9:59,16.08,0,73.82,585.3109,740.3214,1.153,94.9
6/9/2015 10:59,16.05,0,69.73,357.8974,740.0687,1.366,105
6/9/2015 11:59,17.07,0,64.4,419.1711,739.5489,1.663,57.43
6/9/2015 12:59,17.92,0,60.88,460.0482,738.9062,1.824,58.4
6/9/2015 13:59,18.46,0,58.03,570.3217,738.0796,1.715,77.83
6/9/2015 14:59,18.67,0,54.72,265.03,737.1924,1.876,96.1
6/9/2015 15:59,19.58,0,52.24,493.1025,736.5969,2.002,77.45
6/9/2015 16:59,18.86,0,53.23,199.3624,736.4422,2.617,43.42
6/9/2015 17:59,16.54,0,62.92,32.97989,736.629,2.433,36.12
6/9/2015 18:59,15.2,0,69.69,1.689901,737.2075,1.938,29.05
6/9/2015 19:59,14.68,0,74.19,0,737.9469,0.923,120
6/9/2015 20:59,12.8,0,84.2,0,738.5482,0.067,282.6
6/9/2015 21:59,12.93,0,83.8,0,739.1569,0.368,248.6
6/9/2015 22:59,13.11,0,82.5,0,739.24,0.231,227.5
6/9/2015 23:59,12.88,0,84.8,0,739.1394,0.412,243.9
6/10/2015 0:59,12.61,0,85.9,0,738.9576,0.756,186.9
6/10/2015 1:59,12.2,0,88.4,0,738.6938,0.147,266.7
6/10/2015 2:59,11.7,0,91.7,0,738.2179,0.234,207.1
6/10/2015 3:59,11.51,0,92.7,0,738.1797,0.279,256.2
6/10/2015 4:59,11.36,0,93.9,0,738.1312,0.099,244.4
6/10/2015 5:59,11.25,0,94.4,0,738.2709,0.008,232.1
6/10/2015 6:59,11.02,0,96.2,9.891352,738.6506,0.094,189.7
6/10/2015 7:59,11.76,0,94.4,75.38075,739.2469,0.433,183.3
6/10/2015 8:59,12.39,0,92.3,105.9975,740.1152,0.727,137.7
6/10/2015 9:59,12.15,1.6,96.7,146.6048,740.702,0.695,97
6/10/2015 10:59,13.88,0.2,89.8,329.4429,740.6305,0.762,138
6/10/2015 11:59,16.33,0,76.07,769.0058,739.8961,1.477,132.3
6/10/2015 12:59,17.9,0,65.58,710.193,739.0898,1.832,68.01
6/10/2015 13:59,17.79,0,64.28,488.2908,738.2556,1.875,81.4
6/10/2015 14:59,18.32,0,62.24,359.918,737.2777,1.669,96.6
6/10/2015 15:59,18.11,0,63.5,246.278,736.6877,1.688,61.23
6/10/2015 16:59,15.02,2.9,81.7,55.06347,736.9135,2.081,80.6
6/10/2015 17:59,13.84,0,89.1,55.05604,737.27,0.493,235.4
6/10/2015 18:59,13.18,0,92.5,2.938594,737.7985,0.136,290.5
6/10/2015 19:59,12.26,0,93.4,0,738.2146,0.641,307.3
6/10/2015 20:59,11.78,0,93,0,738.8248,0.532,309.1
6/10/2015 21:59,11.42,0,90.8,0,739.523,0.625,284.3
6/10/2015 22:59,11.43,0,89.9,0,739.8172,0.746,308.2
6/10/2015 23:59,11.81,0,87.1,0,739.8181,0.557,277.7
6/11/2015 0:59,11.43,0,87.3,0,739.6092,0.376,280.1
6/11/2015 1:59,11.01,0,88.6,0,739.1749,0.608,294.5
6/11/2015 2:59,11.28,0,88.2,0,738.7947,0.604,228.6
6/11/2015 3:59,10.64,0,94.1,0,738.6081,0.344,246.9
6/11/2015 4:59,10.77,0,94,0,738.6123,0.233,286.6
6/11/2015 5:59,10.57,0,93.7,0,738.8666,0.189,262.2
6/11/2015 6:59,10.76,0,93.9,31.48473,739.3787,0.021,209.1
6/11/2015 7:59,13.51,0,83.6,193.0833,739.8917,0.615,87.9
6/11/2015 8:59,15.11,0,77.53,378.7101,740.4488,0.825,108.9
6/11/2015 9:59,17.76,0,65.67,668.9182,740.539,1.334,91.4
6/11/2015 10:59,18.53,0,57.42,668.8859,740.4282,2.044,64
6/11/2015 11:59,18.41,0,57.82,602.2642,739.9515,2.451,61.64
6/11/2015 12:59,18.5,0,56.2,470.4385,739.435,2.984,48.59
6/11/2015 13:59,18.51,0,56.39,588.3952,738.8146,2.992,62.76
6/11/2015 14:59,18.53,0,56.08,393.7595,738.0015,2.878,48.67
6/11/2015 15:59,17.75,0,59.11,286.0579,737.6163,2.616,67.25
6/11/2015 16:59,17.93,0,56.76,239.4362,737.5253,2.437,57.42
6/11/2015 17:59,16.13,0,61.4,19.0452,737.8109,1.89,62.87
6/11/2015 18:59,14.96,0,68.16,1.840634,738.472,1.663,51.71
6/11/2015 19:59,13.1,0,77.52,0,739.0309,1.267,137.4
6/11/2015 20:59,11.41,0,86.1,0,739.4837,0.757,249.9
6/11/2015 21:59,11.81,0,85.2,0,739.7481,0.795,283.2
6/11/2015 22:59,12.29,0,84.6,0,739.8053,0.601,181.2
6/11/2015 23:59,11.24,1,96.4,0,739.8154,0.031,230.3
6/12/2015 0:59,11.04,0.7,99.4,0,739.4802,0.311,176.8
6/12/2015 1:59,11.03,2.1,100,0,738.9075,0.573,188.5
6/12/2015 2:59,11.13,0.1,99.7,0,738.6426,0.526,193.2
6/12/2015 3:59,10.76,0.1,99,0,738.6353,0.625,270.4
6/12/2015 4:59,10.77,0.1,96.7,0,738.6756,0.653,248.6
6/12/2015 5:59,10.75,0,96.7,0.000942143,738.9388,0.349,231.4
6/12/2015 6:59,11.14,0,93.8,7.520545,739.3086,0.38,202.9
6/12/2015 7:59,12.95,0,86.4,152.0368,739.9732,1.556,108.4
6/12/2015 8:59,14.16,0,79.45,287.9453,740.4418,1.67,42.8
6/12/2015 9:59,14.71,0,77.22,294.4892,740.5457,2.022,68.55
6/12/2015 10:59,15.34,0,81.7,530.1578,740.295,2.287,148.7
6/12/2015 11:59,16.87,0,70.46,584.2947,739.8622,2.691,58.57
6/12/2015 12:59,17.09,0,66.78,473.4306,739.5084,2.913,65.12
6/12/2015 13:59,16.48,0,64.53,341.1887,739.1583,3.591,60.52
6/12/2015 14:59,16.72,0,61.2,392.2395,738.4013,2.936,73.73
6/12/2015 15:59,16.76,0,60.02,334.075,737.6338,2.907,65.04
6/12/2015 16:59,16.58,0,60.98,202.5422,737.6267,2.386,61.55
6/12/2015 17:59,15.63,0,63.4,42.50468,737.7095,1.617,69.98
6/12/2015 18:59,14.85,0,67.87,3.304672,738.1871,1.514,53.65
6/12/2015 19:59,14.32,0,73.22,0,738.8566,1.305,53.73
6/12/2015 20:59,13.58,0,79.81,0,739.4482,0.474,167.7
6/12/2015 21:59,13.03,0,85.7,0,739.7344,0.57,280.4
6/12/2015 22:59,12.89,0,86.2,0,739.8087,0.614,233.9
6/12/2015 23:59,13.18,0,83.5,0,739.846,0.642,182.2
6/13/2015 0:59,12.98,0,84,0,739.5598,0.786,159.7
6/13/2015 1:59,12.48,0,87.1,0,739.1024,1.137,196.7
6/13/2015 2:59,12.03,0,91,0,738.7243,0.045,181
6/13/2015 3:59,11.51,0,95.2,0,738.5876,0.302,192.1
6/13/2015 4:59,11.2,0,97.6,0,738.6321,0.274,100
6/13/2015 5:59,11.01,0,99.2,0,738.7656,0.17,133.5
6/13/2015 6:59,11.08,0.1,99.9,7.451757,739.1932,0.282,126.9
6/13/2015 7:59,11.77,0.1,98.7,83.16978,739.9231,0.378,109.7
6/13/2015 8:59,13.11,0,94.5,241.0115,740.4427,0.896,140.3
6/13/2015 9:59,14.47,0,85.7,280.2584,740.5817,0.976,138.1
6/13/2015 10:59,16.33,0,75.15,522.1993,740.4194,1.373,110.9
6/13/2015 11:59,15.98,0,77.34,289.3644,740.2502,1.704,122.8
6/13/2015 12:59,16.08,0,74.21,427.8744,739.927,1.376,101.3
6/13/2015 13:59,17.02,0,66.95,294.3925,738.9571,1.512,74.8
6/13/2015 14:59,16.74,0.1,70.41,233.7136,738.1185,1.018,113
6/13/2015 15:59,17.01,0,67.4,163.8656,737.5654,1.568,61.35
6/13/2015 16:59,16.88,0,65.93,141.5394,737.6166,2.078,43.7
6/13/2015 17:59,15.4,0,73.02,60.1408,737.8815,2.024,53.82
6/13/2015 18:59,13.64,0,80.8,2.27938,737.8901,0.389,218.9
6/13/2015 19:59,12.37,0,87.1,0,738.443,0.186,289.2
6/13/2015 20:59,12.35,0,85.2,0,739.1635,0.719,297.7
6/13/2015 21:59,11.92,0,87.8,0,739.5881,0.423,307.5
6/13/2015 22:59,11.77,0,88.2,0,739.8019,0.425,290.7
6/13/2015 23:59,11.67,0,89.8,0,739.9695,0.323,255
6/14/2015 0:59,11.66,0,90.4,0,739.6357,0.208,226.9
6/14/2015 1:59,10.65,0,94.8,0,739.1315,0.437,238.2
6/14/2015 2:59,9.56,0,98.8,0.000942038,738.71,0.652,275.7
6/14/2015 3:59,9.23,0,98.7,0,738.36,0.3,272.9
6/14/2015 4:59,8.79,0,99.3,0,738.2621,0.246,227.1
6/14/2015 5:59,8.25,0,99.9,0,738.4067,0.048,191.2
6/14/2015 6:59,8.55,0,100,15.80741,738.7825,0.129,187
6/14/2015 7:59,8.97,0,100,59.61346,739.1321,0.588,79.6
6/14/2015 8:59,9.52,0,99.8,141.7246,739.5383,0.831,75.13
6/14/2015 9:59,12.27,0,89.4,476.8086,739.7366,0.958,115.9
6/14/2015 10:59,16.63,0,71.14,812.7806,739.4971,1.173,107.2
6/14/2015 11:59,18.99,0,60.34,891.3276,739.0498,1.509,95.4
6/14/2015 12:59,20.21,0,55.44,821.053,738.5411,1.516,102.2
6/14/2015 13:59,20.81,0,51.25,787.0291,737.5511,1.611,118.8
6/14/2015 14:59,20.5,0,50.06,376.7733,736.6213,1.968,90
6/14/2015 15:59,20.67,0,47.91,477.8778,736.0853,2.662,60.84
6/14/2015 16:59,18.94,0,54.59,101.3038,736.2258,2.159,68.14
6/14/2015 17:59,17.32,0,61.51,34.78753,736.8712,1.481,166.6
6/14/2015 18:59,14.76,0,69.77,1.255787,737.5201,0.195,172.9
6/14/2015 19:59,13.39,0,78.19,0,738.1542,0.096,269.1
6/14/2015 20:59,12.39,0,83.7,0,738.7944,0.206,302.7
6/14/2015 21:59,11.76,0,87.4,0,739.1054,0.604,308.7
6/14/2015 22:59,11.53,0,87,0,739.4319,0.706,310.9
6/14/2015 23:59,11.03,0,85.6,0,739.4747,0.492,284.9
6/15/2015 0:59,10.14,0,88.6,0,739.0847,0.613,269.9
6/15/2015 1:59,9.94,0,85.2,0,738.8983,0.711,267.6
6/15/2015 2:59,10.06,0,86.1,0,738.5171,0.605,274.8
6/15/2015 3:59,8.93,0,92.7,0,738.3433,0.354,240.9
6/15/2015 4:59,8.3,0,95.1,0,738.3132,0.376,265.9
6/15/2015 5:59,8.08,0,97,0,738.7791,0.421,244.7
6/15/2015 6:59,7.924,0,99.2,19.65694,738.9936,0.147,191.9
6/15/2015 7:59,9.42,0,96.6,157.1072,739.4095,0.459,167.1
6/15/2015 8:59,13,0,82.8,420.4434,739.9972,1.017,109.1
6/15/2015 9:59,15.84,0,74.33,639.9357,740.199,1.165,98.7
6/15/2015 10:59,18.37,0,60.37,789.0094,740.0363,1.747,82.4
6/15/2015 11:59,19.51,0,55.77,809.2982,739.5853,2.583,49.49
6/15/2015 12:59,20.24,0,50.46,932.7506,738.8941,2.89,49.55
6/15/2015 13:59,20.72,0,48.49,865.8727,738.116,2.741,69.23
6/15/2015 14:59,20.13,0,49.41,474.0027,737.0032,2.585,77.44
6/15/2015 15:59,19.59,0,52.15,322.7233,736.5361,2.526,64.77
6/15/2015 16:59,19.66,0,50.48,264.2036,736.2924,2.16,72.95
6/15/2015 17:59,17.63,0,59.67,45.75277,736.7404,2.05,71.9
6/15/2015 18:59,16.18,0,66.44,2.050242,737.4311,2.438,43.86
6/15/2015 19:59,14.19,0,75.82,0,738.0292,1.641,66.61
6/15/2015 20:59,12.96,0,82.5,0,738.6363,1.037,162.3
6/15/2015 21:59,13.09,0,83.4,0,739.1754,0.324,255.6
6/15/2015 22:59,13.27,0,82.8,0,739.4869,0.447,232.4
6/15/2015 23:59,12.59,0.2,89.6,0,739.5664,0.064,276.9
6/16/2015 0:59,12.43,0.1,91.1,0,739.3199,0.615,274
6/16/2015 1:59,12.23,0,90.1,0,738.7142,0.607,239.3
6/16/2015 2:59,12.08,0,89.2,0,738.2465,0.238,263.3
6/16/2015 3:59,11.97,0,90.6,0,737.905,0.307,237
6/16/2015 4:59,11.75,0,92.7,0,737.8528,0.281,216.9
6/16/2015 5:59,11.68,0,91.8,0,738.3331,0.387,197.4
6/16/2015 6:59,11.59,0.2,92,6.342896,739.1115,0.381,162.3
6/16/2015 7:59,11.6,0.1,96,32.25582,739.8838,0.593,151.6
6/16/2015 8:59,11.97,0.5,91.6,111.6743,740.6577,0.827,118.7
6/16/2015 9:59,14.58,0,77.87,366.1517,740.5321,1.103,163.9
6/16/2015 10:59,15.77,0,68.98,384.9883,740.3021,1.156,109.8
