fecha,temp.ucubambaETAPA,precip.ucubambaETAPA,hum.ucubambaETAPA,rad.ucubambaETAPA,pres.ucubambaETAPA,vviento.ucubambaETAPA,dviento.ucubambaETAPA
6/1/2015 0:59,8.86,0,97.7,0,766.1205,0.76,188.5
6/1/2015 1:59,9.2,0,97.4,0,765.8651,0.427,190.8
6/1/2015 2:59,9.99,0,96.4,0,765.5555,0.15,186.7
6/1/2015 3:59,9.93,0,97.6,0,765.447,0.118,178.2
6/1/2015 4:59,8.88,0,99.8,0,765.4742,0.387,174.4
6/1/2015 5:59,7.876,0,100,0,765.778,0.592,184.7
6/1/2015 6:59,7.335,0,100,8.499902,766.2895,0.46,180.4
6/1/2015 7:59,8.75,0,99,49.00253,766.9102,0.199,147
6/1/2015 8:59,13.92,0,82.6,440.7784,767.3732,1.036,60.09
6/1/2015 9:59,16.44,0,72.8,629.2524,767.3545,1.617,46.87
6/1/2015 10:59,18.89,0,65.05,763.1616,767.1028,1.843,63.17
6/1/2015 11:59,19.76,0,57.08,632.7758,766.5751,2.173,88.1
6/1/2015 12:59,19.95,0,54.01,454.7022,765.95,1.991,75.73
6/1/2015 13:59,18.83,0.2,63.48,302.472,765.0827,0.896,193.3
6/1/2015 14:59,18.05,0.2,71.18,322.4286,764.4665,0.786,235.2
6/1/2015 15:59,17.32,0.1,73.73,125.4967,763.9929,1.312,97.7
6/1/2015 16:59,17.66,0,71.79,136.2212,763.8693,1.444,110.9
6/1/2015 17:59,18.14,0,66.82,49.99961,763.8492,1.644,70.92
6/1/2015 18:59,15.38,0,76.42,1.266089,764.2416,0.607,97.5
6/1/2015 19:59,12.75,0,88.3,0,764.7899,0.403,148.1
6/1/2015 20:59,11.23,0,92.9,0,765.449,0.656,180.7
6/1/2015 21:59,10.25,0,95,0,765.8759,0.713,186.6
6/1/2015 22:59,10.53,0,94.6,0,765.889,0.659,182.7
6/1/2015 23:59,11.16,0,94.8,0,765.9016,0.283,189.7
6/2/2015 0:59,11.16,0,96.5,0,765.6285,0.332,188.8
6/2/2015 1:59,11.18,0,96.7,0,765.2381,0.268,167.2
6/2/2015 2:59,11.19,0,97.5,0,764.9673,0.147,186.7
6/2/2015 3:59,10.87,0,98.3,0,764.6466,0.063,166.2
6/2/2015 4:59,10.77,0,98,0,764.7679,0.283,183.9
6/2/2015 5:59,10.01,0,99.1,0,764.9575,0.481,179.6
6/2/2015 6:59,9.86,0,99.1,14.97108,765.3596,0.413,191.8
6/2/2015 7:59,11.69,0,93.8,101.7078,765.6293,0.324,163.1
6/2/2015 8:59,17.06,0,70.57,433.7076,765.9404,0.699,167.8
6/2/2015 9:59,18.83,0,56.49,493.8177,766.0888,1.546,128.4
6/2/2015 10:59,19.81,0,50.99,550.6205,766.0583,2.324,90.8
6/2/2015 11:59,20.08,0,49.64,656.2306,765.8901,2.594,90.1
6/2/2015 12:59,20.23,0,48.14,470.0982,765.1801,2.165,105.4
6/2/2015 13:59,20.26,0,50.66,607.7488,764.3432,2.451,93.3
6/2/2015 14:59,18.9,0,58.09,324.7369,763.5997,2.655,85.6
6/2/2015 15:59,18.15,0,64.85,180.9492,763.3408,2.533,82.5
6/2/2015 16:59,18.33,0,64.01,113.2306,763.353,2.666,76.39
6/2/2015 17:59,18.58,0,56.17,79.71416,763.2907,2.268,67.63
6/2/2015 18:59,16.05,0,65.4,1.638783,763.5789,0.652,101.5
6/2/2015 19:59,16.25,0,66.28,0,764.5114,0.932,60.1
6/2/2015 20:59,15.35,0,73.68,0,765.1643,0.343,97.4
6/2/2015 21:59,15.15,0,78.36,0,765.6964,1.143,59.69
6/2/2015 22:59,14.47,0,81,0,765.9589,1.296,50.6
6/2/2015 23:59,13.25,0,90.8,0,765.8705,0.027,169.3
6/3/2015 0:59,12.97,0,93.3,0,765.524,0.02,187.4
6/3/2015 1:59,12.73,0,94.2,0,765.0785,0.093,152.3
6/3/2015 2:59,13.06,0,94.4,0,764.614,0.64,86.4
6/3/2015 3:59,12.81,0,96.2,0,764.449,0.285,117.4
6/3/2015 4:59,11.75,0,99.2,0,764.3691,0.069,128.9
6/3/2015 5:59,11.02,0,99.2,0,764.4406,0.209,171.1
6/3/2015 6:59,11.01,0,98.7,13.50139,764.6466,0.122,202.1
6/3/2015 7:59,12.45,0,95.3,76.56106,765.0731,0.134,193.2
6/3/2015 8:59,13.87,0,91.6,123.8918,765.8518,0.336,108.8
6/3/2015 9:59,15.53,0.1,83.1,327.6354,766.2504,0.83,117.7
6/3/2015 10:59,16.78,0,73.42,404.5013,766.1264,1.55,81
6/3/2015 11:59,17.1,0.2,71.27,272.7383,765.9116,1.41,136.6
6/3/2015 12:59,18.34,0,69.14,750.4775,765.2486,1.512,164.1
6/3/2015 13:59,18.43,0,64.46,432.944,764.365,2.445,65.19
6/3/2015 14:59,18.57,0,63.64,299.8326,763.5295,2.242,110.8
6/3/2015 15:59,18.41,0,65.49,232.9203,763.024,2.107,74.12
6/3/2015 16:59,17.98,0,67.4,110.1093,762.9528,2.426,60.15
6/3/2015 17:59,16.28,0,77.55,40.35646,763.3353,1.216,73.93
6/3/2015 18:59,14.16,0,84.9,1.116111,763.7271,0.247,123.6
6/3/2015 19:59,13.54,0,88.4,0,764.5853,0.074,118.7
6/3/2015 20:59,13.15,0,89.9,0,765.4504,0.044,122
6/3/2015 21:59,13.4,0,90.2,0,765.6423,0.17,145.2
6/3/2015 22:59,13.11,0,90.2,0,765.8201,0.001,150.7
6/3/2015 23:59,13.05,0.1,91.6,0,766.0156,0.023,135.4
6/4/2015 0:59,12.38,0.1,98.1,0,765.8962,0.127,165.6
6/4/2015 1:59,11.9,0,99.1,0,765.3787,0.259,169
6/4/2015 2:59,11.6,0,98.9,0,764.8368,0.118,161.1
6/4/2015 3:59,11.75,0,98,0,764.5037,0.063,186.3
6/4/2015 4:59,12.02,0,98,0,764.8129,0,181.6
6/4/2015 5:59,11.96,0.1,99.7,0,765.2364,0,163.7
6/4/2015 6:59,11.88,0.4,100,7.506445,765.2325,0,163.5
6/4/2015 7:59,12.24,0.4,100,42.97757,765.6638,0,160.7
6/4/2015 8:59,13.27,0.7,97.8,112.8604,766.259,0.249,116.2
6/4/2015 9:59,13.44,1.1,97,150.8967,766.5338,0.374,133.5
6/4/2015 10:59,14.75,0.2,93,208.5586,766.5178,0.29,147.2
6/4/2015 11:59,15.9,0.1,86.6,271.0322,766.2875,0.702,121.8
6/4/2015 12:59,17.27,0,76.88,327.9513,765.8354,1.084,138.4
6/4/2015 13:59,18.46,0,69.06,453.1898,764.9768,1.375,77.25
6/4/2015 14:59,16.91,0.1,79.46,341.5348,764.4247,1.527,103.6
6/4/2015 15:59,16.43,0,81.7,142.2514,763.9986,1.97,62.19
6/4/2015 16:59,17.54,0,74.62,145.9598,763.9191,1.836,84.8
6/4/2015 17:59,17.68,0,70.31,82.94098,764.0752,1.726,77.13
6/4/2015 18:59,15.86,0,76.51,1.679487,764.7167,1.12,78.21
6/4/2015 19:59,14.79,0,82.8,0,765.3351,0.316,93.4
6/4/2015 20:59,14.05,0,86.1,0,766.0582,0.294,112.1
6/4/2015 21:59,12.95,0,93.4,0,766.4517,0.03,169.5
6/4/2015 22:59,12.58,0,94.6,0,766.7354,0.345,177.9
6/4/2015 23:59,12.45,0.1,96.6,0,766.696,0.599,127.4
6/5/2015 0:59,12.43,0.8,99.7,0,766.5875,1.04,67.44
6/5/2015 1:59,11.36,0,100,0,766.0212,0.167,166.7
6/5/2015 2:59,11.01,0,100,0,765.7126,0.196,160.8
6/5/2015 3:59,10.47,0,100,0,765.1401,0.205,171
6/5/2015 4:59,10.18,0.2,100,0,765.1059,0.066,159.3
6/5/2015 5:59,10.35,0,100,0,765.3594,0.204,194.7
6/5/2015 6:59,10.49,0,100,7.740975,765.7516,0.127,185.7
6/5/2015 7:59,11.41,0.2,100,45.12925,766.1339,0.002,160.6
6/5/2015 8:59,12.67,0.2,99.2,104.9784,766.5439,0.064,134.6
6/5/2015 9:59,13.51,1.4,93.9,204.0276,767.0123,0.292,93.9
6/5/2015 10:59,13.8,1,93.8,244.2255,767.015,0.433,94.5
6/5/2015 11:59,15.5,0,87,415.9625,766.5839,1.288,86.2
6/5/2015 12:59,16.06,0,78.06,260.4668,765.9087,2.047,67.44
6/5/2015 13:59,15.32,0.1,82.9,183.8487,765.559,1.532,76.32
6/5/2015 14:59,16.03,0.3,81.5,287.3387,765.0561,0.963,110.7
6/5/2015 15:59,15.73,0.1,77.79,200.6782,764.7786,1.572,110.9
6/5/2015 16:59,15.37,0,78.95,122.2915,764.5825,1.985,51.67
6/5/2015 17:59,15.02,0,78.66,42.20187,764.8135,0.86,79.76
6/5/2015 18:59,13.27,0,88.7,0.8598474,765.0522,0.245,105.7
6/5/2015 19:59,12.83,0,92.8,0,765.5378,0.138,144.9
6/5/2015 20:59,12.27,0,93.3,0,766.0473,0.119,121.4
6/5/2015 21:59,11.8,0,95.6,0,766.4499,0.044,142.7
6/5/2015 22:59,11.19,0,96.4,0,766.4938,0.389,154.7
6/5/2015 23:59,10.44,0,98.3,0,766.3552,0.519,180.9
6/6/2015 0:59,10.06,0,98.5,0,765.8314,0.237,171.5
6/6/2015 1:59,10.56,0,97.4,0,765.2148,0.219,168
6/6/2015 2:59,10.85,0,97.6,0,764.9905,0.082,159.4
6/6/2015 3:59,10.9,0,98.8,0,764.8051,0.04,188.2
6/6/2015 4:59,11.08,0,99.1,0,764.8069,0.085,136
6/6/2015 5:59,10.98,0,99.9,0,765.2311,0,187.6
6/6/2015 6:59,10.65,0,100,15.24305,765.4666,0.043,179.1
6/6/2015 7:59,11.66,0.1,99.1,82.15782,765.8789,0.123,152.5
6/6/2015 8:59,13.31,0,92.4,265.1023,766.3709,0.809,53.15
6/6/2015 9:59,14.74,0,85.8,306.5556,766.5135,0.99,75.05
6/6/2015 10:59,16.08,0,80.4,410.0101,766.4684,1.007,102.6
6/6/2015 11:59,18.02,0,71.32,703.5016,766.0627,1.787,83
6/6/2015 12:59,18.69,0,60.53,502.691,765.6144,2.43,75.65
6/6/2015 13:59,19.02,0,58.05,444.7159,764.8461,1.629,90.8
6/6/2015 14:59,19.22,0,55.76,543.0532,764.1826,1.937,94.2
6/6/2015 15:59,18.51,0,56.9,206.6761,763.8683,1.7,124.9
6/6/2015 16:59,17.82,0,61.66,126.1338,763.7206,2.572,54.25
6/6/2015 17:59,17.04,0,64.54,40.81891,763.7648,1.137,80.2
6/6/2015 18:59,13.52,0,79.62,1.364015,764.2005,0.328,155.7
6/6/2015 19:59,11.88,0,88.1,0,764.7966,0.341,175.2
6/6/2015 20:59,11.6,0,89.8,0,765.5331,0.208,191.5
6/6/2015 21:59,12.24,0,88.3,0,766.1348,0.074,189.4
6/6/2015 22:59,12.55,0,88.9,0,766.3071,0.115,178.4
6/6/2015 23:59,12.41,0,90.5,0,766.2177,0.079,170.6
6/7/2015 0:59,12.38,0,91.2,0,765.9747,0.046,200.4
6/7/2015 1:59,12.14,0,94,0,765.656,0,172.3
6/7/2015 2:59,11.89,0,94.7,0,765.499,0.068,176.4
6/7/2015 3:59,11.86,0,93.1,0,765.2812,0.2,125.4
6/7/2015 4:59,11.97,0.1,94.2,0,765.1497,0.406,141
6/7/2015 5:59,11.73,0.1,96.6,0,765.3492,0.162,165.8
6/7/2015 6:59,11.36,0.1,99.7,5.099577,765.6982,0,155.3
6/7/2015 7:59,11.83,0,99.2,47.21575,766.0906,0,140.5
6/7/2015 8:59,12.73,0,94.2,131.343,766.6434,0.544,97.4
6/7/2015 9:59,13.6,0,88.2,199.8933,766.8312,0.606,78.91
6/7/2015 10:59,14.86,0,82.9,336.4664,766.7286,0.784,80.5
6/7/2015 11:59,16.65,0,71.94,448.3987,766.3458,1.156,66.3
6/7/2015 12:59,17.71,0,68.84,518.5656,765.9297,1.654,71.13
6/7/2015 13:59,18.68,0,62.89,572.5292,765.0284,2.445,76.66
6/7/2015 14:59,19.91,0,57.44,731.2755,764.1663,2.258,99
6/7/2015 15:59,19.52,0,57.28,256.5786,763.454,2.419,61.84
6/7/2015 16:59,19.05,0,58.82,152.2694,763.2259,2.11,46.16
6/7/2015 17:59,18.45,0,61.65,60.10534,763.4706,1.49,66.87
6/7/2015 18:59,16.34,0,72.58,2.667051,763.7883,0.08,155.9
6/7/2015 19:59,15.33,0,81.1,0,764.7404,0.106,181.6
6/7/2015 20:59,14.3,0.2,90.6,0,765.7585,0.497,131.5
6/7/2015 21:59,13.26,0.1,98.1,0,766.2578,0,150.1
6/7/2015 22:59,13.2,0.1,99.2,0,766.3877,0.137,97.9
6/7/2015 23:59,13.05,0,98.2,0,766.3785,0.206,111.1
6/8/2015 0:59,12.72,0,99.7,0,766.0151,0,160
6/8/2015 1:59,12.62,0.1,100,0,765.6984,0,127
6/8/2015 2:59,12.62,0,100,0,765.2149,0,188.7
6/8/2015 3:59,12.79,0,99.9,0,765.0265,0.179,91
6/8/2015 4:59,12.71,0.2,100,0,764.9622,0,154.6
6/8/2015 5:59,12.56,0,100,0,765.2983,0,116.3
6/8/2015 6:59,12.57,0.1,100,11.01812,765.6441,0.081,105.6
6/8/2015 7:59,13.19,0,99,68.01437,766.1412,0.455,101.7
6/8/2015 8:59,14.39,0,91.9,233.0367,766.4737,0.829,58.4
6/8/2015 9:59,15.78,0,83.5,281.8397,766.5596,0.738,88.8
6/8/2015 10:59,17.31,0,76.23,430.934,766.2815,1.523,98.2
6/8/2015 11:59,17.39,1,76.19,225.5322,765.7773,1.036,98.2
6/8/2015 12:59,15.13,2.5,93.6,314.6702,765.5559,1.714,56.49
6/8/2015 13:59,16.96,0,79.42,283.5571,764.7858,1.455,54.7
6/8/2015 14:59,15.13,2.1,96,116.7664,764.204,0.399,147.7
6/8/2015 15:59,16.67,0,85.8,178.9997,763.7957,0.635,153.1
6/8/2015 16:59,16.77,0,79.56,107.0338,763.7087,1.065,101.6
6/8/2015 17:59,15.9,0,82.9,51.99861,763.8638,0.616,113.4
6/8/2015 18:59,13.58,0,95.5,2.932096,763.946,0.108,182.9
6/8/2015 19:59,11.94,0,98.7,0,764.5573,0.297,182.2
6/8/2015 20:59,10.9,0,98.8,0,765.3818,0.683,176.5
6/8/2015 21:59,10.46,0,99.1,0,765.8312,0.408,180.2
6/8/2015 22:59,9.9,0,100,0,766.0507,0.183,188.2
6/8/2015 23:59,10.12,0,100,0,766.0267,0.269,185.1
6/9/2015 0:59,10.02,0,100,0,765.7336,0.279,186.9
6/9/2015 1:59,10.32,0,100,0,765.3265,0.097,188.1
6/9/2015 2:59,10.73,0,100,0,765.0897,0.114,130.8
6/9/2015 3:59,10.8,0,100,0,764.7701,0,161.8
6/9/2015 4:59,10.46,0,100,0,764.683,0.002,163.6
6/9/2015 5:59,10.08,0,100,0,765.0928,0.144,183.4
6/9/2015 6:59,10.22,0,100,15.7269,765.4891,0.171,204
6/9/2015 7:59,10.99,0,99.5,91.66019,765.9535,0.113,195.2
6/9/2015 8:59,13.86,0,90.1,296.5695,766.3419,0.805,118.1
6/9/2015 9:59,16.86,0,75.15,492.877,766.3741,0.839,174.2
6/9/2015 10:59,18,0,69.58,488.9746,765.9685,1.667,91.6
6/9/2015 11:59,19.01,0,65.07,588.4692,765.3242,2.013,65.21
6/9/2015 12:59,20.42,0,59.31,862.9722,764.6279,2.053,84.8
6/9/2015 13:59,21.5,0,54.49,732.2156,763.6935,2.036,74.94
6/9/2015 14:59,20.4,0,55.12,345.0205,762.775,1.189,144.6
6/9/2015 15:59,21.47,0,51,267.0277,762.046,1.686,90.3
6/9/2015 16:59,21.04,0,51.9,131.9749,761.8389,1.599,105
6/9/2015 17:59,20.25,0,56.67,80.42697,762.0802,2.091,62.9
6/9/2015 18:59,17.45,0,67.19,1.385781,762.7316,0.58,78.37
6/9/2015 19:59,15.9,0,76.61,0,763.5673,0.255,160.8
6/9/2015 20:59,13.64,0,87.3,0,764.2784,0.235,147.6
6/9/2015 21:59,13.09,0,89.2,0,764.9482,0.482,171.9
6/9/2015 22:59,13,0,90.3,0,765.0773,0.391,200.6
6/9/2015 23:59,13.15,0,91,0,765.0123,0.107,193.6
6/10/2015 0:59,12.9,0,92.8,0,764.8397,0.199,196.5
6/10/2015 1:59,12.67,0,93.6,0,764.613,0.163,192.5
6/10/2015 2:59,12.49,0,93.9,0,764.1583,0.254,192.1
6/10/2015 3:59,12.4,0,94.6,0,764.1182,0.065,202.4
6/10/2015 4:59,12.34,0,95.7,0,764.089,0.028,194.1
6/10/2015 5:59,12.23,0,96.3,0,764.2401,0.023,194.3
6/10/2015 6:59,11.96,0,97.4,11.0253,764.619,0.015,195
6/10/2015 7:59,13.03,0,92.6,60.26186,765.2451,0.011,177.3
6/10/2015 8:59,13.56,0.4,92.4,84.82625,766.1474,0.054,147
6/10/2015 9:59,13.33,0.9,96.6,159.5555,766.7571,1.262,48.12
6/10/2015 10:59,15.13,0,88.7,447.8359,766.6554,0.714,67.92
6/10/2015 11:59,17.79,0,75.15,658.8164,765.88,1.054,151.1
6/10/2015 12:59,19.74,0,62.52,736.562,764.9013,1.487,135
6/10/2015 13:59,20.23,0,60.58,622.2474,763.9217,1.831,107.3
6/10/2015 14:59,22.29,0,55.05,680.9036,762.8554,1.549,155.3
6/10/2015 15:59,20.25,0.2,63.9,260.7338,762.2128,1.83,101.3
6/10/2015 16:59,17.57,0.1,77.46,81.0732,762.4412,1.312,88.2
6/10/2015 17:59,17.83,0,73.36,47.01239,762.7843,1.102,94.4
6/10/2015 18:59,15.71,0,85.6,1.672998,763.399,0.171,180.4
6/10/2015 19:59,14.04,0,93,0,763.9174,0.49,183.7
6/10/2015 20:59,12.28,0,96.2,0,764.6572,0.549,191.1
6/10/2015 21:59,11.38,0,96.9,0,765.4437,0.696,182.9
6/10/2015 22:59,11.22,0,97,0,765.8047,0.659,185.1
6/10/2015 23:59,10.87,0,98.3,0,765.8577,0.376,171.9
6/11/2015 0:59,10.79,0,98.9,0,765.6278,0.432,179.3
6/11/2015 1:59,10.78,0,99.1,0,765.2056,0.454,183.1
6/11/2015 2:59,11.26,0,97.4,0,764.8557,0.128,178.5
6/11/2015 3:59,11.39,0,97.6,0,764.6234,0.072,196.4
6/11/2015 4:59,11.5,0,97.7,0,764.631,0,195.7
6/11/2015 5:59,11.5,0,97.7,0,764.9212,0.083,179.4
6/11/2015 6:59,11.45,0,97.8,18.03628,765.4615,0.001,185.4
6/11/2015 7:59,12.17,0,96.6,59.9098,765.9356,0.03,151.1
6/11/2015 8:59,15.35,0,84.4,306.5909,766.4631,0.682,155.1
6/11/2015 9:59,18.42,0,68.48,617.9822,766.5605,0.956,226
6/11/2015 10:59,20.11,0,58.59,609.527,766.2599,1.597,97.3
6/11/2015 11:59,20.9,0,54.64,731.5853,765.642,2.358,85
6/11/2015 12:59,21.28,0,50.77,566.4272,765.1249,2.105,93.6
6/11/2015 13:59,20.67,0,52.94,412.1277,764.4322,2.474,103
6/11/2015 14:59,20.94,0,53.04,422.3471,763.5351,2.372,73.01
6/11/2015 15:59,20.96,0,52.42,213.8081,763.1802,2.152,94.8
6/11/2015 16:59,20.69,0,52.71,118.9916,763.0119,2.301,85.1
6/11/2015 17:59,19.63,0,54.18,47.15285,763.3727,1.182,113.3
6/11/2015 18:59,16.86,0,65.46,1.59073,764.064,0.62,73.15
6/11/2015 19:59,14.72,0,77.02,0,764.7285,0.433,117.9
6/11/2015 20:59,12.59,0,86.5,0,765.2774,0.577,167.8
6/11/2015 21:59,12.1,0,87.9,0,765.6414,0.609,189
6/11/2015 22:59,12.7,0.2,90.5,0,765.7678,0.303,181.8
6/11/2015 23:59,12.51,1.5,98.6,0,765.8544,0.149,186.6
6/12/2015 0:59,12.28,0.6,100,0,765.5178,0.088,144.5
6/12/2015 1:59,11.96,0,100,0,764.9058,0.269,169.1
6/12/2015 2:59,11.95,0.2,100,0,764.6127,0.164,158.2
6/12/2015 3:59,11.55,0,100,0,764.61,0.201,178.5
6/12/2015 4:59,11.18,0,100,0,764.6933,0.239,173.5
6/12/2015 5:59,11.55,0,100,0,764.9513,0.306,196.6
6/12/2015 6:59,11.46,0,100,5.535797,765.3755,0.08,169.8
6/12/2015 7:59,11.87,0,100,72.93391,766.0416,0.154,177
6/12/2015 8:59,13.8,0,97.1,208.5188,766.4366,0.369,152.6
6/12/2015 9:59,15.81,0,83.6,323.7684,766.3841,1.489,42.34
6/12/2015 10:59,17.01,0.1,76.21,320.652,766.075,1.357,85.7
6/12/2015 11:59,18.59,0,70.96,470.4565,765.5865,1.18,92.3
6/12/2015 12:59,19.38,0,63.67,557.1305,765.1924,1.998,112.1
6/12/2015 13:59,19.65,0,59.93,487.5554,764.8663,2.499,78.13
6/12/2015 14:59,20.02,0,56.95,680.082,763.9877,2.653,91.3
6/12/2015 15:59,19.77,0,55.12,207.7787,763.2295,3.497,63.01
6/12/2015 16:59,19.36,0,54.89,97.5629,763.1972,2.469,68.42
6/12/2015 17:59,18.55,0,58.26,35.36162,763.3036,1.251,115.5
6/12/2015 18:59,17.67,0,63.95,5.988163,763.8174,1.527,70.18
6/12/2015 19:59,16.73,0,69.94,0,764.5753,0.733,62.33
6/12/2015 20:59,15.59,0,79.14,0,765.1676,0.065,151.7
6/12/2015 21:59,15.3,0,79.79,0,765.514,0.23,119.8
6/12/2015 22:59,13.4,0,89.1,0,765.6462,0.282,147.8
6/12/2015 23:59,13.31,0,90.1,0,765.7075,0.258,190.4
6/13/2015 0:59,13.15,0,91.5,0,765.4413,0.132,179.3
6/13/2015 1:59,13.1,0.1,94.3,0,765.0271,0.057,177.2
6/13/2015 2:59,12.49,0,98.9,0,764.6826,0.107,135.7
6/13/2015 3:59,12.48,0.1,98.5,0,764.5679,0.102,151.3
6/13/2015 4:59,12.43,0,99,0,764.6221,0.042,206.6
6/13/2015 5:59,12.26,0.3,100,0,764.8051,0.01,172.6
6/13/2015 6:59,12.29,0,100,4.499815,765.2027,0,161.7
6/13/2015 7:59,12.95,0.9,99.8,68.34624,766.0019,0,115.8
6/13/2015 8:59,14.38,0.1,95.6,196.9843,766.5294,0.094,211.8
6/13/2015 9:59,15.76,0,88.7,253.6692,766.5378,0.345,234.3
6/13/2015 10:59,17.79,0,77.14,421.131,766.3124,0.757,246.8
6/13/2015 11:59,18.1,0,73.71,359.4576,766.1157,0.994,149.4
6/13/2015 12:59,18.86,0,70.88,631.814,765.575,1.887,89.1
6/13/2015 13:59,19.5,0,64.33,340.8411,764.5273,1.598,103.2
6/13/2015 14:59,19.89,0,62,550.4944,763.6933,2.171,80.9
6/13/2015 15:59,19.82,0,61.18,239.4927,763.1246,1.247,124.2
6/13/2015 16:59,19.23,0,64.29,175.6974,763.2258,2.548,42.82
6/13/2015 17:59,17.53,0,70.82,45.75777,763.5538,1.977,49.47
6/13/2015 18:59,15.24,0,82.5,2.190381,763.5746,0.152,151.2
6/13/2015 19:59,13.36,0,90.6,0,764.2076,0.276,183.2
6/13/2015 20:59,12.85,0,92.1,0,765.0007,0.52,192.4
6/13/2015 21:59,12.37,0,94.4,0,765.5146,0.199,191
6/13/2015 22:59,12.38,0,95.4,0,765.7739,0.266,174
6/13/2015 23:59,12.36,0,96.3,0,765.9136,0.231,197.5
6/14/2015 0:59,12.26,0,97.1,0,765.6489,0.03,178.8
6/14/2015 1:59,11.55,0,98.6,0,765.125,0.136,179.3
6/14/2015 2:59,10.3,0,100,0,764.7834,0.512,171.7
6/14/2015 3:59,9.4,0,100,0,764.521,0.623,182.9
6/14/2015 4:59,9.55,0,100,0,764.4741,0.442,193.8
6/14/2015 5:59,9.86,0,100,0,764.6293,0.238,184.3
6/14/2015 6:59,10.67,0,99.6,7.849743,765.0134,0.177,191.2
6/14/2015 7:59,11.34,0,96.4,40.81888,765.3555,0.144,193.5
6/14/2015 8:59,12.41,0,91,123.8203,765.6826,0.282,183.8
6/14/2015 9:59,14.09,0,83.1,380.0624,765.9056,0.75,188.5
6/14/2015 10:59,17.67,0,68.59,778.5179,765.5541,0.987,231.6
6/14/2015 11:59,20.99,0,57,852.4583,764.8281,1.341,120.8
6/14/2015 12:59,22.05,0,52.11,693.7718,764.0925,1.518,114.7
6/14/2015 13:59,23.74,0,44.63,867.0834,762.9924,1.985,98.3
6/14/2015 14:59,23.43,0,46.8,747.9221,761.9876,2.649,71.14
6/14/2015 15:59,22.72,0,48.5,201.8388,761.3978,3.149,61.92
6/14/2015 16:59,22.15,0,49.43,120.3246,761.5619,1.682,95.8
6/14/2015 17:59,19.72,0,57.65,22.8036,762.322,1,146.1
6/14/2015 18:59,16.62,0,69.3,1.285587,763.191,0.368,175.1
6/14/2015 19:59,14.7,0,80.3,0,763.8555,0.198,172.4
6/14/2015 20:59,13.13,0,88.3,0,764.5974,0.322,170.9
6/14/2015 21:59,11.84,0,93.1,0,765.0082,0.398,183.7
6/14/2015 22:59,10.99,0,95,0,765.3574,0.59,188.9
6/14/2015 23:59,10.31,0,96.3,0,765.5004,0.696,176.5
6/15/2015 0:59,9.8,0,97.6,0,765.1429,0.601,177.1
6/15/2015 1:59,9.29,0,98.5,0,765.024,0.626,188.2
6/15/2015 2:59,9.15,0,98.7,0,764.6746,0.458,179.2
6/15/2015 3:59,9.17,0,99.3,0,764.491,0.021,175.2
6/15/2015 4:59,8.59,0,100,0,764.5186,0.403,183.8
6/15/2015 5:59,9.47,0,99,0,765.0275,0.091,192.8
6/15/2015 6:59,9.7,0,98.7,5.928102,765.2526,0.105,199
6/15/2015 7:59,10.6,0,97.6,54.05614,765.6619,0.481,148.2
6/15/2015 8:59,11.54,0,95.8,141.1703,766.3131,0.64,186.9
6/15/2015 9:59,14.41,0,84.3,519.3607,766.3519,0.883,225.7
6/15/2015 10:59,19.48,0,63.11,766.5991,765.911,1.097,144.8
6/15/2015 11:59,21.88,0,53.16,858.7982,765.2363,2.229,94.5
6/15/2015 12:59,22.31,0,48.79,790.813,764.5186,2.283,97.1
6/15/2015 13:59,22.3,0,48.26,828.7029,763.6895,3.145,70.3
6/15/2015 14:59,22.65,0,46.24,668.16,762.5093,2.232,113.2
6/15/2015 15:59,22.29,0,47.69,177.9972,762.0193,1.614,117.9
6/15/2015 16:59,22.07,0,47.33,128.6929,761.6777,1.747,105.1
6/15/2015 17:59,21.28,0,51.97,85.13562,762.1956,1.252,113.6
6/15/2015 18:59,19.12,0,58.49,1.84098,762.905,1.537,65.78
6/15/2015 19:59,16.85,0,69.62,0,763.6155,0.581,70.33
6/15/2015 20:59,14.19,0,82.9,0,764.2986,0.102,176
6/15/2015 21:59,13.4,0,86.8,0,764.9014,0.491,188.4
6/15/2015 22:59,13.84,0,86.7,0,765.2458,0.296,197.7
6/15/2015 23:59,13.43,0.6,97.2,0,765.4167,0.185,161.8
6/16/2015 0:59,12.98,0.1,99.9,0,765.1786,0.03,171.9
6/16/2015 1:59,12.57,0,100,0,764.6049,0.103,169.3
6/16/2015 2:59,12.05,0,100,0,764.1484,0.155,153.6
6/16/2015 3:59,12.05,0.1,100,0,763.8526,0.272,186.2
6/16/2015 4:59,12.25,0.5,100,0,763.7383,0,176
6/16/2015 5:59,12.4,0.1,100,0,764.2881,0.044,117.2
6/16/2015 6:59,12.54,0.2,100,4.931229,765.0783,0.116,189.7
6/16/2015 7:59,12.83,0.1,100,33.45804,765.8499,0,164.7
6/16/2015 8:59,13.81,0.1,98.8,120.6737,766.5825,0.008,159.6
6/16/2015 9:59,16.29,0,83.3,382.7375,766.465,0.279,160.7
6/16/2015 10:59,18.45,0,65.97,571.5051,766.2132,1.048,114.2
6/16/2015 11:59,18.54,0,64.21,369.9826,765.836,1.691,93.7
6/16/2015 12:59,19.27,0,60.57,600.8982,765.6514,1.835,114.5
6/16/2015 13:59,20.23,0,56.81,705.7026,764.7934,2.749,94
