fecha,temp.machangarchulcoETAPA,precip.machangarchulcoETAPA,hum.machangarchulcoETAPA,rad.machangarchulcoETAPA,pres.machangarchulcoETAPA,vviento.machangarchulcoETAPA,dviento.machangarchulcoETAPA
6/1/2015 0:59,6.756,0,100,0,717.7678,0.449,124.2
6/1/2015 1:59,8.53,0,93.9,0,717.3307,0.749,174.1
6/1/2015 2:59,7.674,0,100,0,716.9899,1.131,187.9
6/1/2015 3:59,8.05,0,100,0,716.9687,2.133,193.5
6/1/2015 4:59,6.72,0,100,0,717.0312,2.014,194.7
6/1/2015 5:59,6.924,0,100,0,717.4344,2.24,191.6
6/1/2015 6:59,8.28,0,100,11.76383,717.3569,2.089,210.5
6/1/2015 7:59,8.41,0,95.6,115.3194,718.4066,1.752,155.7
6/1/2015 8:59,12.12,0,93.3,257.2396,718.5696,1.947,199.3
6/1/2015 9:59,13.19,0,64.24,402.1383,718.6585,3.018,204.9
6/1/2015 10:59,14.49,0,67.09,363.3901,718.6885,2.442,192.8
6/1/2015 11:59,13.28,0,71.43,300.8083,718.2863,1.918,185.3
6/1/2015 12:59,14.13,0,79.79,496.7922,717.6957,1.317,183.3
6/1/2015 13:59,13.92,0,70.88,244.5325,717.0011,0.799,175.4
6/1/2015 14:59,12.44,0,82.5,353.7731,716.4227,0.309,167
6/1/2015 15:59,12.61,0,72.49,153.8441,715.9343,0.375,188
6/1/2015 16:59,12.34,0,95.1,90.40598,715.9231,0.304,172.2
6/1/2015 17:59,11.72,0,96.5,31.70291,715.8127,0.596,101.5
6/1/2015 18:59,9.99,0,99.2,1.358326,716.2408,0.439,184.1
6/1/2015 19:59,8.47,0,100,0,717.0369,0.614,187.4
6/1/2015 20:59,5.753,0.1,100,0,717.5402,0.504,144.3
6/1/2015 21:59,8.03,0.1,96.1,0,717.7728,0.443,134.4
6/1/2015 22:59,8.48,0.1,99.5,0,717.4738,0.587,112.2
6/1/2015 23:59,8.87,0.4,100,0,717.4623,0.296,124.2
6/2/2015 0:59,7.087,0.9,99.9,0,717.5204,0.245,136.4
6/2/2015 1:59,5.841,0.3,100,0,716.7878,0.903,185.5
6/2/2015 2:59,8.22,0,99.2,0,716.7265,1.071,178.8
6/2/2015 3:59,8.93,0.6,100,0,716.2673,1.659,178.4
6/2/2015 4:59,8.54,0.1,100,0,716.5811,2.384,213.2
6/2/2015 5:59,7.891,0.1,98.9,0,716.7138,2.426,195
6/2/2015 6:59,8.13,0.1,97.8,12.09848,716.9294,2.461,202.3
6/2/2015 7:59,8.62,0,100,132.6159,717.2557,2.608,217.2
6/2/2015 8:59,11.87,0,76.09,192.5005,717.5776,3.486,210.8
6/2/2015 9:59,13.85,0,61.82,696.3972,717.699,3.275,206.6
6/2/2015 10:59,14.74,0,63.25,524.93515,717.8353,2.461,198.1
6/2/2015 11:59,14.69,0,64.61,341.0843,717.8973,2.238,206.8
6/2/2015 12:59,16.52,0,61.38,337.8228,717.3577,1.296,192
6/2/2015 13:59,15.07,0,69.55,405.7298,716.1812,0.448,223.5
6/2/2015 14:59,13.88,0,74.76,183.0517,715.3759,0.351,201.7
6/2/2015 15:59,12.76,0,93.1,104.5586,715.1165,0.545,181.4
6/2/2015 16:59,12.58,0,87,156.308,715.5328,0.378,189.6
6/2/2015 17:59,11.88,0,92.4,68.73705,715.363,0.58,180.3
6/2/2015 18:59,8.45,0,85.1,1.731798,715.5634,1.194,190.3
6/2/2015 19:59,9.99,0.1,89,0,716.5604,0.494,219.6
6/2/2015 20:59,9.77,0,100,0,716.9789,0.333,211.9
6/2/2015 21:59,9.05,0,100,0,717.4742,0.379,201.2
6/2/2015 22:59,8.46,0.1,99.9,0,717.4791,1.39,210.4
6/2/2015 23:59,8.66,0,99.6,0,717.449,1.011,210.3
6/3/2015 0:59,8.48,0,100,0,716.874,0.644,204.6
6/3/2015 1:59,8.94,0,100,0,716.3446,1.548,210.2
6/3/2015 2:59,8.54,0,100,0,715.9797,1.245,186.3
6/3/2015 3:59,9.32,0,100,0,716.0547,1.869,216.8
6/3/2015 4:59,8.04,0,100,0,715.8987,2.062,177.2
6/3/2015 5:59,7.701,0,100,0,715.998,2.7,185.8
6/3/2015 6:59,8.32,0,100,18.99516,716.0449,2.018,178.8
6/3/2015 7:59,9.1,0,100,45.42524,716.6808,2.887,186.7
6/3/2015 8:59,10.61,0,91,117.8829,717.0604,2.037,149.1
6/3/2015 9:59,11.68,0,99.9,339.4203,717.8536,1.892,154.4
6/3/2015 10:59,11.48,0,96.5,241.467,717.5024,1.678,148.7
6/3/2015 11:59,11.67,0,99.9,446.7063,717.3654,1.366,156.8
6/3/2015 12:59,13,0,94.3,393.853,716.9448,0.905,172.4
6/3/2015 13:59,11.84,0,86.9,334.1875,716.1049,0.445,155.9
6/3/2015 14:59,12.89,0,87.5,186.5822,715.6208,1.053,188.4
6/3/2015 15:59,12.33,0,87,147.234,714.8328,0.64,181.8
6/3/2015 16:59,11.95,0,87.2,46.62444,714.8189,0.64,130.4
6/3/2015 17:59,12.1,0,97.7,32.58792,715.309,0.882,153.8
6/3/2015 18:59,10.03,0,96.9,1.058105,715.5107,0.709,128.8
6/3/2015 19:59,9.9,0,85.4,0,716.6271,0.828,107.3
6/3/2015 20:59,9.87,0,98.5,0,717.0576,0.323,145.1
6/3/2015 21:59,9.22,0,99.5,0,717.3161,0.419,184.6
6/3/2015 22:59,9.83,0,100,0,717.337,0.614,197.1
6/3/2015 23:59,9.49,0,98.5,0,717.0104,0.398,199.3
6/4/2015 0:59,9.07,0,100,0,717.2336,0.53,198.5
6/4/2015 1:59,8.25,0,100,0,716.969,0.759,148.6
6/4/2015 2:59,8.31,0,100,0,716.4467,1.37,185.8
6/4/2015 3:59,8.54,0,99.8,0,715.9499,1.303,208.4
6/4/2015 4:59,9.82,0,99.7,0,716.3337,1.412,216.9
6/4/2015 5:59,8.4,0,99.8,0,716.6495,1.992,214.1
6/4/2015 6:59,8.42,0,99.8,5.637078,716.4586,2.477,196.4
6/4/2015 7:59,8.84,0,100,43.84332,717.052,2,154.5
6/4/2015 8:59,8.36,0,100,99.60891,717.5111,2.478,198.6
6/4/2015 9:59,9.77,0.2,100,109.0179,717.8751,2.144,194.7
6/4/2015 10:59,10.39,0.1,90.4,157.7027,718.152,1.072,189.9
6/4/2015 11:59,10.97,0.2,100,133.7088,717.6307,1.23,153.8
6/4/2015 12:59,12.08,0.1,86.4,230.0146,717.3967,0.724,125.9
6/4/2015 13:59,11.61,0.3,81.7,292.8102,716.7244,0.557,151.5
6/4/2015 14:59,11.06,0,87.4,138.8732,716.3828,0.61,161.6
6/4/2015 15:59,10.78,0.1,89.1,128.2682,715.6967,0.326,161.1
6/4/2015 16:59,10.97,0,91,84.57175,716.0576,0.613,130.7
6/4/2015 17:59,10.38,0,98.1,63.85219,716.1721,0.558,128.3
6/4/2015 18:59,10.17,0,100,2.795089,716.5538,0.192,182.3
6/4/2015 19:59,10.32,0,95.8,0,716.969,0.292,132.9
6/4/2015 20:59,9.51,0,100,0,717.8407,0.372,114.4
6/4/2015 21:59,9.02,0,100,0,718.0583,1.187,52.91
6/4/2015 22:59,9.74,0,100,0,718.2881,1.134,103
6/4/2015 23:59,9.47,0,99.3,0,717.994,0.987,74.45
6/5/2015 0:59,7.92,0,100,0,718.1909,1.382,63.99
6/5/2015 1:59,8.6,0,100,0,717.3892,1.101,58.8
6/5/2015 2:59,8.15,0,99.5,0,717.165,0.652,162
6/5/2015 3:59,7.323,0,99.3,0,716.8203,1.561,171.9
6/5/2015 4:59,8.47,0,100,0,716.7568,1.928,200.5
6/5/2015 5:59,8.67,0,100,0,716.5536,1.276,179.9
6/5/2015 6:59,7.903,0,100,6.375303,716.7908,2.423,202.2
6/5/2015 7:59,7.863,0,100,21.53459,717.537,1.838,190.4
6/5/2015 8:59,8.77,0,100,45.04807,717.4868,2.446,204
6/5/2015 9:59,9.02,0,100,139.0717,718.1992,2.42,188
6/5/2015 10:59,10.31,0,100,86.07423,718.4853,1.503,119
6/5/2015 11:59,10.09,0,96.7,101.2547,718.1149,1.298,230.9
6/5/2015 12:59,11.57,0,88.4,152.0106,717.606,0.577,175
6/5/2015 13:59,8.86,0,97.3,124.7112,716.8958,0.643,143.2
6/5/2015 14:59,10.94,0,99.7,131.5369,716.5699,1.139,151
6/5/2015 15:59,10.06,0,96.9,74.44245,716.0557,1.347,111.3
6/5/2015 16:59,10.95,0.2,97.1,28.90493,716.2531,0.693,108.1
6/5/2015 17:59,9.58,0.2,95.2,27.07073,716.5181,0.742,78.67
6/5/2015 18:59,8.94,0.2,99.1,0.7167246,716.854,0.936,78.63
6/5/2015 19:59,8.52,0.1,100,0,717.2726,0.351,171.4
6/5/2015 20:59,8.75,0.1,100,0,717.6907,1.072,86.6
6/5/2015 21:59,9.16,0.2,100,0,718.0694,0.567,176.1
6/5/2015 22:59,7.142,0,100,0,718.1157,0.602,154.2
6/5/2015 23:59,7.344,0,99.2,0,718.0567,0.524,161.4
6/6/2015 0:59,7.142,0,96.7,0,716.9687,0.429,176.5
6/6/2015 1:59,8.16,0,100,0,716.7846,0.75,193.4
6/6/2015 2:59,6.78,0,100,0,716.3279,1.447,211.5
6/6/2015 3:59,8.69,0,100,0,715.9843,2.355,190.1
6/6/2015 4:59,6.241,0,100,0,716.257,2.526,199.1
6/6/2015 5:59,8.22,0,100,0,716.4551,2.23,190.7
6/6/2015 6:59,6.445,0,99.8,11.42366,716.5847,2.032,195.5
6/6/2015 7:59,8.85,0,99.1,64.01273,717.3893,2.069,185.6
6/6/2015 8:59,7.744,0,100,86.60993,717.5852,2.143,203
6/6/2015 9:59,10.86,0,97.5,196.0979,717.8575,1.596,200.1
6/6/2015 10:59,11.6,0,99.5,246.0019,717.92,2.261,203.2
6/6/2015 11:59,9.99,0,83.7,497.9305,717.7804,1.96,207.6
6/6/2015 12:59,13.07,0,84.5,550.04635,717.2504,0.813,147.1
6/6/2015 13:59,13.21,0,65.76,194.4565,716.6578,1.314,163.6
6/6/2015 14:59,12.95,0,67.89,749.7023,716.1163,1.22,88.3
6/6/2015 15:59,13.43,0,76.85,149.4389,715.6127,0.985,108.5
6/6/2015 16:59,12.52,0,80.3,113.7786,715.4635639,0.648,118.5
6/6/2015 17:59,10.86,0,81.1,47.94647,715.8019,0.911,92.2
6/6/2015 18:59,9.23,0.7,97,1.385292,716.0231,0.76,63.17
6/6/2015 19:59,7.478,0.8,100,0,716.8912,0.734,108
6/6/2015 20:59,8.27,0.2,86.3,0,717.2325,0.896,120.1
6/6/2015 21:59,9.04,0,100,0,718.0148,0.52,161.2
6/6/2015 22:59,6.009,0,98.3,0,717.989,0.441,170.6
6/6/2015 23:59,7.88,0,100,0,717.929,0.514,149.2
6/7/2015 0:59,8.27,0,100,0,717.6127,0.191,225.3
6/7/2015 1:59,6.954,0,99.7,0,717.4164,0.323,173.4
6/7/2015 2:59,7.955,0,100,0,717.119,1.306,197
6/7/2015 3:59,8.07,0,100,0,716.7841,1.833,197.6
6/7/2015 4:59,7.857,0,100,0,716.6464,1.891,200.2
6/7/2015 5:59,8.1,0,100,0,716.8718,1.292,203.3
6/7/2015 6:59,8.49,0,100,4.826741,717.0848,2.065,199.2
6/7/2015 7:59,9.06,0,100,18.87974,717.3321,2.764,222.2
6/7/2015 8:59,8.41,0,100,78.36472,717.8229,2.745,205.1
6/7/2015 9:59,8.24,0,100,112.7117,718.364,2.247,186.1
6/7/2015 10:59,9.83,0,97.5,107.2104,718.1649,1.957,225
6/7/2015 11:59,10.81,0,85.6,315.3397,717.987,1.288,177.4
6/7/2015 12:59,12.33,0,94.4,293.2014,717.4836,1.05,205.2
6/7/2015 13:59,12.07,0,86.3,402.7524,716.9222,1.234,55.43
6/7/2015 14:59,13.66,0,80.6,470.4478,716.1413,1.321,33.5
6/7/2015 15:59,12.17,0,80.1,179.3241,715.459,1.448,70.03
6/7/2015 16:59,12.92,0,81.3,114.5378,715.3549,1.617,37.28
6/7/2015 17:59,13.46,0,81.2,47.58989,715.6593,1.369,87
6/7/2015 18:59,10.65,0,99.8,1.568635,716.0444,1.652,56.55
6/7/2015 19:59,8.67,0,94.4,0,716.7698,1.698,92.9
6/7/2015 20:59,9.58,0,98.5,0,717.4993,1.391,82.1
6/7/2015 21:59,9.77,0,100,0,717.8729,1.545,73.98
6/7/2015 22:59,9.17,0,100,0,718.065,1.32,109.4
6/7/2015 23:59,9.49,0,100,0,717.9386,0.924,83.5
6/8/2015 0:59,8.59,0,100,0,717.4101,0.982,63.46
6/8/2015 1:59,9,0,100,0,716.9904,1.261,123.1
6/8/2015 2:59,9.14,0,100,0,716.918,1.231,178.4
6/8/2015 3:59,9.98,0,100,0,716.379,1.354,180
6/8/2015 4:59,8.69,0,100,0,716.5059,2.831,192
6/8/2015 5:59,9.27,0,100,0,716.9185,3.073,190.9
6/8/2015 6:59,9.01,0,99.9,9.777305,717.1852,1.979,181.5
6/8/2015 7:59,10.57,0,98.3,59.33283,717.3353,2.224,204.4
6/8/2015 8:59,10.2,0,100,145.0246,717.6603,3.188,210.5
6/8/2015 9:59,11.87,0,99.5,208.121,718.1915,1.697,197.7
6/8/2015 10:59,12.56,0,95.7,423.4529,717.9194,2.124,208.4
6/8/2015 11:59,13.96,0,94.1,407.9424,717.5392,1.841,239.3
6/8/2015 12:59,10.96,0,98.5,278.632,717.4343,1.426,179.7
6/8/2015 13:59,14.65,0,91.4,406.1411,716.7949,1.771,198.6
6/8/2015 14:59,12.69,0,99.5,142.1657,716.2769,1.246,210.9
6/8/2015 15:59,12.04,0,96.3,189.8263,715.874,1.011,211.2
6/8/2015 16:59,11.54,0,87.1,81.77569,715.8381,0.541,188.8
6/8/2015 17:59,10.67,0,95.2,71.31098,715.8417,0.494,166.4
6/8/2015 18:59,10.3,0,100,1.312198,715.9991,0.902,154.8
6/8/2015 19:59,8.49,0,100,0,716.3475,0.676,94.8
6/8/2015 20:59,7.018,0,100,0,717.1343,0.875,197
6/8/2015 21:59,8.22,0,100,0,717.5156,1.037,124.4
6/8/2015 22:59,7.182,0,100,0,717.7719,0.354,169.8
6/8/2015 23:59,6.02,0,100,0,717.5589,0.851,119
6/9/2015 0:59,7.29,0,99.6,0,717.1573,1.07,101.8
6/9/2015 1:59,7.827,0.2,100,0,716.7883,1.2,129.8
6/9/2015 2:59,6.406,0,98.7,0,716.7798,0.72,105.1
6/9/2015 3:59,8.54,0.2,100,0,716.4429,0.737,158.3
6/9/2015 4:59,8.01,0,100,0,716.3414,2.165,192.8
6/9/2015 5:59,7.508,0,100,0,716.7747,2.051,192.5
6/9/2015 6:59,7.19,0,100,29.82925,716.8745,2.119,186.9
6/9/2015 7:59,7.987,0,100,126.5966,717.4604,2.11,191.4
6/9/2015 8:59,10.08,0,97.3,280.2333,717.8807,2.26,191.3
6/9/2015 9:59,12.12,0,94.3,343.3242,717.7168,2.326,215.3
6/9/2015 10:59,13.18,0,92.4,446.4094,717.5148,2.334,184.5
6/9/2015 11:59,14.78,0,70.35,359.5291,717.1541,2.017,138.2
6/9/2015 12:59,14.7,8,67.86,630.5173,716.626,0.708,141.5
6/9/2015 13:59,15.76,0.7,65.07,338.1877,715.7719,0.915,210
6/9/2015 14:59,15.86,0,67.7,274.5789,714.6941,0.587,192.9
6/9/2015 15:59,15.82,0,66.66,338.4735,714.6395,0.235,164.6
6/9/2015 16:59,15.51,0,69.57,133.0797,714.3687,0.757,154.3
6/9/2015 17:59,12.96,0,77.21,32.05387,714.6791,0.907,206.2
6/9/2015 18:59,10.78,0,93.9,2.545918,714.9687,0.792,192.5
6/9/2015 19:59,11.56,0,57.8,0,715.8474,0.71,199.1
6/9/2015 20:59,10.19,0,98.8,0,716.158,0.8,133.4
6/9/2015 21:59,10.62,0,100,0,716.9418,0.641,152.8
6/9/2015 22:59,9.81,0,100,0,716.8969,0.903,115
6/9/2015 23:59,10.07,0,100,0,716.8292,0.826,115.3
6/10/2015 0:59,10.86,0,100,0,716.5292,1.356,111.2
6/10/2015 1:59,10.43,0,99.9,0,716.1866,0.654,84.5
6/10/2015 2:59,8.49,0,100,0,715.8218,1.481,47.34
6/10/2015 3:59,9.18,0,100,0,715.7672,2.624,181.9
6/10/2015 4:59,9.4,0,100,0,715.9639,1.201,147.2
6/10/2015 5:59,9.06,0,100,0,716.0549,2,168.9
6/10/2015 6:59,9.33,0,100,9.882895,716.3262,2.291,222
6/10/2015 7:59,11.01,0,100,55.75172,716.9106,2.941,220.1
6/10/2015 8:59,9.93,0,99.7,151.316,717.4411,2.544,213.5
6/10/2015 9:59,10.59,0.4,100,126.5966,718.1813,1.967,214.2
6/10/2015 10:59,11.53,0,99.2,244.6441,718.2594,2.071,168.9
6/10/2015 11:59,12.65,0,87.2,405.2503,717.3786,1.939,195.3
6/10/2015 12:59,14.42,0,82.6,694.1427,716.6697,1.47,213.2
6/10/2015 13:59,15.8,0,76.39,344.3687,715.8558,0.302,138.6
6/10/2015 14:59,13.71,0,81.9,360.1218,714.9052,0.774,120.3
6/10/2015 15:59,16.16,0,77.91,184.5415,714.674,0.979,128.5
6/10/2015 16:59,13.34,0,94.7,48.37003,714.7438,1.09,120.2
6/10/2015 17:59,11.34,0,100,31.86488,714.8691,0.957,90.1
6/10/2015 18:59,8.54,0,93.8,1.982101,715.6898,0.834,102.3
6/10/2015 19:59,9.15,0.3,100,0,716.1593,1.325,116.9
6/10/2015 20:59,9.5,0.1,100,0,716.5635,0.522,132.9
6/10/2015 21:59,7.132,0,100,0,717.3767,0.746,130.1
6/10/2015 22:59,7.75,0,100,0,717.1462,1.049,102.9
6/10/2015 23:59,7.766,0,100,0,717.5513,0.73,113.3
6/11/2015 0:59,7.006,0,100,0,717.4164,1.099,88
6/11/2015 1:59,8.54,0,99.8,0,717.1006,1.138,51.81
6/11/2015 2:59,8.74,0,100,0,716.8995,0.843,103.6
6/11/2015 3:59,6.904,0,100,0,716.5276,2.083,194.9
6/11/2015 4:59,8.57,0,99.7,0,716.1938,2.876,196.4
6/11/2015 5:59,6.257,0,100,0,716.5184,1.904,190.4
6/11/2015 6:59,7.047,1,100,16.40526,716.9601,1.084,165
6/11/2015 7:59,9.23,0,100,174.5508,717.6301,1.157,178.9
6/11/2015 8:59,10.2,0,94.1,192.2124,718.1459,1.574,131
6/11/2015 9:59,13.7,0,75.63,421.0393,718.2507,2.044,183.5
6/11/2015 10:59,14.12,0.5,78.75,443.9727,717.9721,2.123,192.1
6/11/2015 11:59,14.84,0.6,75.93,399.1302,717.7234,0.775,189.2
6/11/2015 12:59,15.48,0,71.29,408.1343,717.1469,0.353,129.1
6/11/2015 13:59,15.45,0,58.77,492.7449,716.5977,0.368,139.4
6/11/2015 14:59,15.79,0.1,64.84,979.5822,715.8516,0.871,205.9
6/11/2015 15:59,15.36,0,79.49,172.6988,715.5129,1.184,199.8
6/11/2015 16:59,14.53,0,71.01,169.8277,715.3537,0.961,161.3
6/11/2015 17:59,13.59,0,73.18,53.84729,715.7188,1.183,131
6/11/2015 18:59,11.55,0,88.2,2.175047,716.3727,1.5,105.9
6/11/2015 19:59,8.31,0,91.9,0,716.955,1.359,81.2
6/11/2015 20:59,7.07,0,99.9,0,717.2559,1.675,110.4
6/11/2015 21:59,9.45,0,100,0,717.5579,1.464,114.9
6/11/2015 22:59,8.7,0,94.2,0,717.7184,1.235,64.06
6/11/2015 23:59,7.38,0,100,0,717.3925,1.121,57.87
6/12/2015 0:59,9.41,0,100,0,716.8839,0.563,151.3
6/12/2015 1:59,9.09,0,100,0,716.4067,0.727,143.5
6/12/2015 2:59,9.03,0,100,0,716.1689,1.219,65.62
6/12/2015 3:59,8.65,0,100,0,716.1702,2.411,174.6
6/12/2015 4:59,9.03,0,99.1,0,716.2455,3.186,194.5
6/12/2015 5:59,9.24,0,99.6,0,716.8123,2.563,195.3
6/12/2015 6:59,9.66,0,100,7.64031,717.0381,2.619,194.6
6/12/2015 7:59,8.69,0,100,75.37022,717.6459,1.587,161.2
6/12/2015 8:59,11.03,0.6,100,134,717.7637,2.024,112.5
6/12/2015 9:59,9.6,0.1,96.8,155.7514,718.0194,1.478,109.4
6/12/2015 10:59,12.41,0,91.5,240.3149,717.8409,0.77,131.3
6/12/2015 11:59,14.4,0,81.5,374.1266,717.0689,0.948,81.4
6/12/2015 12:59,13.52,0,93.1,337.5261,717.1308,1.061,102.3
6/12/2015 13:59,12.6,0,72.68,250.7945,716.7295,1.14,48.75
6/12/2015 14:59,13.95,0,80.7,349.4546,715.936,1.352,30.51
6/12/2015 15:59,13.53,0,75.72,173.7611,715.2363,0.788,95.4
6/12/2015 16:59,13.46,0,78.46,265.9105,715.2811,0.568,117.6
6/12/2015 17:59,13.35,0,82.8,45.47612,715.5059,0.382,108.8
6/12/2015 18:59,10.47,0,99.1,4.100308,715.9369,0.826,100.6
6/12/2015 19:59,10.87,0,93.2,0,716.3754,1.043,117.9
6/12/2015 20:59,9.8,0,100,0,716.949,0.858,179.8
6/12/2015 21:59,9.73,0,96.3,0,717.3212,0.762,104.6
6/12/2015 22:59,11.47,0,96.4,0,717.3216,1.069,88
6/12/2015 23:59,10.29,0,100,0,717.6021,1.18,90.2
6/13/2015 0:59,9.36,0,99.7,0,717.1082,1.128,118.6
6/13/2015 1:59,9.74,0,100,0,716.8442,0.905,107
6/13/2015 2:59,9.78,0.1,100,0,716.5502,0.672,202.2
6/13/2015 3:59,9.48,0.1,100,0,716.3813,0.459,204.2
6/13/2015 4:59,9.47,0,100,0,716.4017,1.177,183.4
6/13/2015 5:59,8.84,1.1,99.8,0,716.5438,0.734,211.6
6/13/2015 6:59,9.01,1.1,100,11.02173,716.9546,0.68,165.7
6/13/2015 7:59,10.12,0.1,99.9,69.89255,717.6715,0.577,195.1
6/13/2015 8:59,12.2,0,94.5,258.7593,718.0722,1.7,191.1
6/13/2015 9:59,12.77,0,90.7,262.3817,718.2023,2.027,201.1
6/13/2015 10:59,12.88,0,87.4,219.8307,718.1013,2.023,204.1
6/13/2015 11:59,14.4,0,81.3,352.6956,717.9097,1.672,196.7
6/13/2015 12:59,13.3,0,85.7,273.7909,717.6003,2.709,205.8
6/13/2015 13:59,13.7,0,85.1,253.7617,716.8054,1.39,189.3
6/13/2015 14:59,14.04,0,83.1,220.4767,716.0355,1.79,205.7
6/13/2015 15:59,15.45,0,75.42,351.2131,715.5179,1.586,173.1
6/13/2015 16:59,14.46,0,76.79,115.3777,715.5806,1.295,164.4
6/13/2015 17:59,13.15,0,82.8,35.72838,715.783,1.069,191.9
6/13/2015 18:59,10.75,0,94.6,1.899991,715.8605,0.729,158.4
6/13/2015 19:59,9.01,0,99.3,0,716.4443,1.331,75.52
6/13/2015 20:59,8.75,0,99.4,0,717.1385,1.151,70.71
6/13/2015 21:59,8.48,0,100,0,717.5698,1.345,43.07
6/13/2015 22:59,8.5,0,99.9,0,717.7056,1.256,73.87
6/13/2015 23:59,8.52,0,100,0,717.8096,1.23,37.68
6/14/2015 0:59,8.62,0,99.6,0,717.5483,1.336,105.2
6/14/2015 1:59,7.782,0,100,0,716.9646,1.348,61.21
6/14/2015 2:59,7.066,0,100,0,716.5817,1.343,75.57
6/14/2015 3:59,6.306,0,100,0,716.2879,1.357,60.07
6/14/2015 4:59,5.496,0,100,0,716.2195,1.627,39.77
6/14/2015 5:59,4.713,0,100,0,716.3286,1.649,32.92
6/14/2015 6:59,4.705,0,100,13.24501,716.6047,1.718,32.29
6/14/2015 7:59,5.998,0,100,81.64677,716.827,1.638,38.2
6/14/2015 8:59,12.2,0,87.2,452.1773,716.9371,1.879,130.1
6/14/2015 9:59,15.04,0,79.27,629.0651,717.1588,1.823,136.5
6/14/2015 10:59,15.6,0,76.75,653.1313,716.8958,3.587,215.6
6/14/2015 11:59,15.43,0,75.11,437.5677,716.6957,3.816,203.9
6/14/2015 12:59,16.87,0,68.17,581.251,716.361,2.887,214.9
6/14/2015 13:59,17.59,0,65.02,578.5609,715.4909,2.738,206.2
6/14/2015 14:59,18.17,0,60.78,578.1363,714.6197,2.781,233.3
6/14/2015 15:59,17.87,0,59.79,323.9668,714.1141,1.852,207.3
6/14/2015 16:59,17.22,0,65.57,246.9658,714.2476,2.34,206.2
6/14/2015 17:59,13.91,0,81.2,22.48471,714.8794,0.862,192.4
6/14/2015 18:59,11.27,0,94.9,1.276543,715.5262,0.336,158.9
6/14/2015 19:59,11.31,0,95.3,0,716.1727,0.704,166.5
6/14/2015 20:59,9.44,0,99.2,0,716.8685,1,47.97
6/14/2015 21:59,8.64,0,99.9,0,717.1613,1.225,78.33
6/14/2015 22:59,7.782,0,99.8,0,717.4691,1.087,158.5
6/14/2015 23:59,6.714,0,100,0,717.5489,1.361,49.1
6/15/2015 0:59,5.512,0,100,0,717.152,1.237,42.07
6/15/2015 1:59,5.038,0,100,0,716.954,1.309,54.88
6/15/2015 2:59,5.566,0,100,0,716.6996,1.4,72.5
6/15/2015 3:59,5.142,0,100,0,716.4921,1.521,42.66
6/15/2015 4:59,4.377,0,100,0,716.4439,1.369,47.73
6/15/2015 5:59,4.239,0,100,0,716.8586,1.495,51.98
6/15/2015 6:59,4.201,0,100,8.705688,717.0321,1.53,49.15
6/15/2015 7:59,5.536,0,100,97.22075,717.2283,1.676,41.04
6/15/2015 8:59,14.16,0,79.19,433.091,717.6605,1.637,57.9
6/15/2015 9:59,15.67,0,73.26,657.5428,717.7315,3.137,188.7
6/15/2015 10:59,15.56,0,73.55,543.4985,717.6996,3.39,199.5
6/15/2015 11:59,16.38,0,70.29,636.8925,717.3242,3.366,194.9
6/15/2015 12:59,17.19,0,65.51,715.015,716.7237,2.988,217
6/15/2015 13:59,17.73,0,61.37,739.0032,715.9454,3.263,198.8
6/15/2015 14:59,17.22,0,62.93,406.097,714.9215,2.972,211.4
6/15/2015 15:59,16.82,0,65.18,306.494,714.4865,2.91,216.5
6/15/2015 16:59,16.76,0,64.48,242.95,714.3187,1.827,206.2
6/15/2015 17:59,14.8,0,72.51,69.62861,714.7686,1.361,173
6/15/2015 18:59,12.76,0,84.7,1.786804,715.4741,0.769,196.1
6/15/2015 19:59,10.23,0,93.7,0,716.087,0.688,185.4
6/15/2015 20:59,8.56,0,99.2,0,716.6566,0.953,113.5
6/15/2015 21:59,8.89,0,98.4,0,717.17,0.818,150.3
6/15/2015 22:59,9.86,0,97.4,0,717.4189,0.741,126.2
6/15/2015 23:59,10.07,0,98.6,0,717.4409,0.604,193
6/16/2015 0:59,10.12,0,98.2,0,717.2443,0.867,183.8
6/16/2015 1:59,9.81,0,99.7,0,716.6455,0.337,193.3
6/16/2015 2:59,9.31,0,99.5,0,716.2421,0.875,130.3
6/16/2015 3:59,9.4,0,98.2,0,715.9434,0.911,161
6/16/2015 4:59,9.42,0.3,97.5,0,715.8275,0.622,171.7
6/16/2015 5:59,8.91,0.1,100,0,716.2737,0.87,108.1
6/16/2015 6:59,9.04,0.2,100,6.587312,716.9158,0.971,198.8
6/16/2015 7:59,9.47,0.1,99.7,36.0077,717.5609,0.742,195.4
6/16/2015 8:59,9.49,1.8,99.9,68.04855,718.3362,1.732,192.9
6/16/2015 9:59,11.53,0.1,93.2,306.1763,718.2932,1.157,180
6/16/2015 10:59,13.57,0,81.1,340.1274,717.9359,1.663,175.2
6/16/2015 11:59,12.69,0,86.3,205.3083,717.822,1.694,185.4
6/16/2015 12:59,13.58,0,81,226.4845,717.5892,2.169,200.1
6/16/2015 13:59,15.16,0,73.89,449.1952,716.7776,1.851,217.1
6/16/2015 14:59,15.11,0,71.21,305.7913,715.9825,2.283,204.9
6/16/2015 15:59,14.96,0,72.21,354.9973,715.4365,1.89,218.8
6/16/2015 16:59,14.32,0,73.37,122.6067,715.112,2.116,216
6/16/2015 17:59,13.27,0,77.14,34.88363,715.3115,1.544,238.5
